id,Scope,Level 1,Level 2,Level 3,Level 4,Column Text,emission_source,UOM,UOM_wd,GHG,emission_target_formula,emission_target,emission_target_wd,GHG_wd,valid_from,valid_to,region,region_wd,Conversion Factor 2016,GWP,Value 2016,GWP_id
1,Scope1,Fuels,Gaseous fuels,CNG,,Energy - Gross CV,Gaseous_fuels_CNG,kWh,https://www.wikidata.org/wiki/Q182098,kg,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.1839968181812754,,0.1839968181812754,
2,Scope1,Fuels,Gaseous fuels,CNG,,Energy - Gross CV,Gaseous_fuels_CNG,kWh,https://www.wikidata.org/wiki/Q182098,kg,CH4,Methane,https://www.wikidata.org/wiki/Q37129,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.0002549917943351,28.0,9.106849797682143e-06,ch4_co2e_2014
3,Scope1,Fuels,Gaseous fuels,CNG,,Energy - Gross CV,Gaseous_fuels_CNG,kWh,https://www.wikidata.org/wiki/Q182098,kg,CO2,Carbon dioxide,https://www.wikidata.org/wiki/Q1997,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.1836452743869402,1.0,0.1836452743869402,co2_co2e_2014
4,Scope1,Fuels,Gaseous fuels,CNG,,Energy - Gross CV,Gaseous_fuels_CNG,kWh,https://www.wikidata.org/wiki/Q182098,kg,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,9.655199999992272e-05,265.0,3.6434716981102913e-07,n2o_co2e_2014
5,Scope1,Fuels,Gaseous fuels,CNG,,Energy - Net CV,Gaseous_fuels_CNG,kWh,https://www.wikidata.org/wiki/Q182098,kg,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.2044409090903059,,0.2044409090903059,
6,Scope1,Fuels,Gaseous fuels,CNG,,Energy - Net CV,Gaseous_fuels_CNG,kWh,https://www.wikidata.org/wiki/Q182098,kg,CH4,Methane,https://www.wikidata.org/wiki/Q37129,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.0002833242159279,28.0,1.0118721997425e-05,ch4_co2e_2014
7,Scope1,Fuels,Gaseous fuels,CNG,,Energy - Net CV,Gaseous_fuels_CNG,kWh,https://www.wikidata.org/wiki/Q182098,kg,CO2,Carbon dioxide,https://www.wikidata.org/wiki/Q1997,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.204050304874378,1.0,0.204050304874378,co2_co2e_2014
8,Scope1,Fuels,Gaseous fuels,CNG,,Energy - Net CV,Gaseous_fuels_CNG,kWh,https://www.wikidata.org/wiki/Q182098,kg,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.0001072799999999,265.0,4.048301886788679e-07,n2o_co2e_2014
9,Scope1,Fuels,Gaseous fuels,CNG,,Volume,Gaseous_fuels_CNG,litres,https://www.wikidata.org/wiki/Q11582,kg,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.4752695484639586,,0.4752695484639586,
10,Scope1,Fuels,Gaseous fuels,CNG,,Volume,Gaseous_fuels_CNG,litres,https://www.wikidata.org/wiki/Q11582,kg,CH4,Methane,https://www.wikidata.org/wiki/Q37129,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.0006586517970995,28.0,2.3523278467839287e-05,ch4_co2e_2014
11,Scope1,Fuels,Gaseous fuels,CNG,,Volume,Gaseous_fuels_CNG,litres,https://www.wikidata.org/wiki/Q11582,kg,CO2,Carbon dioxide,https://www.wikidata.org/wiki/Q1997,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.4743614998245829,1.0,0.4743614998245829,co2_co2e_2014
12,Scope1,Fuels,Gaseous fuels,CNG,,Volume,Gaseous_fuels_CNG,litres,https://www.wikidata.org/wiki/Q11582,kg,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.000249396842276,265.0,9.411201595320755e-07,n2o_co2e_2014
13,Scope1,Fuels,Gaseous fuels,CNG,,Tonnes,Gaseous_fuels_CNG,tonnes,https://www.wikidata.org/wiki/Q191118,kg,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,2715.825991222621,,2715.825991222621,
14,Scope1,Fuels,Gaseous fuels,CNG,,Tonnes,Gaseous_fuels_CNG,tonnes,https://www.wikidata.org/wiki/Q191118,kg,CH4,Methane,https://www.wikidata.org/wiki/Q37129,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,3.763724554854776,28.0,0.1344187341019563,ch4_co2e_2014
15,Scope1,Fuels,Gaseous fuels,CNG,,Tonnes,Gaseous_fuels_CNG,tonnes,https://www.wikidata.org/wiki/Q191118,kg,CO2,Carbon dioxide,https://www.wikidata.org/wiki/Q1997,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,2710.63714185476,1.0,2710.63714185476,co2_co2e_2014
16,Scope1,Fuels,Gaseous fuels,CNG,,Tonnes,Gaseous_fuels_CNG,tonnes,https://www.wikidata.org/wiki/Q191118,kg,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.4251248130061496,265.0,0.005377829483042074,n2o_co2e_2014
17,Scope1,Fuels,Gaseous fuels,LNG,,Energy - Gross CV,Gaseous_fuels_LNG,kWh,https://www.wikidata.org/wiki/Q182098,kg,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.1839968181812754,,0.1839968181812754,
18,Scope1,Fuels,Gaseous fuels,LNG,,Energy - Gross CV,Gaseous_fuels_LNG,kWh,https://www.wikidata.org/wiki/Q182098,kg,CH4,Methane,https://www.wikidata.org/wiki/Q37129,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.0002549917943351,28.0,9.106849797682143e-06,ch4_co2e_2014
19,Scope1,Fuels,Gaseous fuels,LNG,,Energy - Gross CV,Gaseous_fuels_LNG,kWh,https://www.wikidata.org/wiki/Q182098,kg,CO2,Carbon dioxide,https://www.wikidata.org/wiki/Q1997,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.1836452743869402,1.0,0.1836452743869402,co2_co2e_2014
20,Scope1,Fuels,Gaseous fuels,LNG,,Energy - Gross CV,Gaseous_fuels_LNG,kWh,https://www.wikidata.org/wiki/Q182098,kg,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,9.655199999992272e-05,265.0,3.6434716981102913e-07,n2o_co2e_2014
21,Scope1,Fuels,Gaseous fuels,LNG,,Energy - Net CV,Gaseous_fuels_LNG,kWh,https://www.wikidata.org/wiki/Q182098,kg,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.2044409090903059,,0.2044409090903059,
22,Scope1,Fuels,Gaseous fuels,LNG,,Energy - Net CV,Gaseous_fuels_LNG,kWh,https://www.wikidata.org/wiki/Q182098,kg,CH4,Methane,https://www.wikidata.org/wiki/Q37129,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.0002833242159279,28.0,1.0118721997425e-05,ch4_co2e_2014
23,Scope1,Fuels,Gaseous fuels,LNG,,Energy - Net CV,Gaseous_fuels_LNG,kWh,https://www.wikidata.org/wiki/Q182098,kg,CO2,Carbon dioxide,https://www.wikidata.org/wiki/Q1997,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.204050304874378,1.0,0.204050304874378,co2_co2e_2014
24,Scope1,Fuels,Gaseous fuels,LNG,,Energy - Net CV,Gaseous_fuels_LNG,kWh,https://www.wikidata.org/wiki/Q182098,kg,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.0001072799999999,265.0,4.048301886788679e-07,n2o_co2e_2014
