id,Scope,Level 1,Level 2,Level 3,Level 4,Column Text,emission_source,UOM,UOM_wd,GHG/Unit,emission_target_formula,emission_target,emission_target_wd,GHG,GHG_wd,valid_from,valid_to,region,region_wd,Conversion Factor 2022,GWP,Value 2022,GWP_id
1741,Scope1,Delivery vehicles,HGV (all diesel),All rigids,,Average laden,HGV_(all_diesel)_All_rigids,miles,https://www.wikidata.org/wiki/Q6851298,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00027,27.9,9.67741935483871e-06,ch4_co2e_2022
1742,Scope1,Delivery vehicles,HGV (all diesel),All rigids,,Average laden,HGV_(all_diesel)_All_rigids,miles,https://www.wikidata.org/wiki/Q6851298,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.01607,273.0,5.886446886446887e-05,n2o_co2e_2022
1743,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.64531,,0.64531,
1744,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.63161,1.0,0.63161,co2_co2e_2022
1745,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00011,27.9,3.942652329749105e-06,ch4_co2e_2022
1746,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.01359,273.0,4.978021978021978e-05,n2o_co2e_2022
1747,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.80322,,0.80322,
1748,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.78952,1.0,0.78952,co2_co2e_2022
1749,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00011,27.9,3.942652329749105e-06,ch4_co2e_2022
1750,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.01359,273.0,4.978021978021978e-05,n2o_co2e_2022
1751,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.96112,,0.96112,
1752,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.94742,1.0,0.94742,co2_co2e_2022
1753,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00011,27.9,3.942652329749105e-06,ch4_co2e_2022
1754,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.01359,273.0,4.978021978021978e-05,n2o_co2e_2022
1755,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.7811100000000001,,0.7811100000000001,
1756,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.76741,1.0,0.76741,co2_co2e_2022
1757,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00011,27.9,3.942652329749105e-06,ch4_co2e_2022
1758,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.01359,273.0,4.978021978021978e-05,n2o_co2e_2022
1759,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),miles,https://www.wikidata.org/wiki/Q6851298,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.03851,,1.03851,
1760,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),miles,https://www.wikidata.org/wiki/Q6851298,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.01648,1.0,1.01648,co2_co2e_2022
1761,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),miles,https://www.wikidata.org/wiki/Q6851298,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00017,27.9,6.0931899641577065e-06,ch4_co2e_2022
1762,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),miles,https://www.wikidata.org/wiki/Q6851298,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.02186,273.0,8.007326007326008e-05,n2o_co2e_2022
1763,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),miles,https://www.wikidata.org/wiki/Q6851298,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.29263,,1.29263,
1764,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),miles,https://www.wikidata.org/wiki/Q6851298,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.2706,1.0,1.2706,co2_co2e_2022
1765,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),miles,https://www.wikidata.org/wiki/Q6851298,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00017,27.9,6.0931899641577065e-06,ch4_co2e_2022
1766,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),miles,https://www.wikidata.org/wiki/Q6851298,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.02186,273.0,8.007326007326008e-05,n2o_co2e_2022
1767,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),miles,https://www.wikidata.org/wiki/Q6851298,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.54675,,1.54675,
1768,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),miles,https://www.wikidata.org/wiki/Q6851298,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.52472,1.0,1.52472,co2_co2e_2022
1769,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),miles,https://www.wikidata.org/wiki/Q6851298,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00017,27.9,6.0931899641577065e-06,ch4_co2e_2022
1770,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),miles,https://www.wikidata.org/wiki/Q6851298,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.02186,273.0,8.007326007326008e-05,n2o_co2e_2022
1771,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),miles,https://www.wikidata.org/wiki/Q6851298,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.25706,,1.25706,
1772,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),miles,https://www.wikidata.org/wiki/Q6851298,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.23503,1.0,1.23503,co2_co2e_2022
1773,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),miles,https://www.wikidata.org/wiki/Q6851298,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00017,27.9,6.0931899641577065e-06,ch4_co2e_2022
1774,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,HGV_(all_diesel)_Articulated_(>3.5_-_33t),miles,https://www.wikidata.org/wiki/Q6851298,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.02186,273.0,8.007326007326008e-05,n2o_co2e_2022
1775,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,0% Laden,HGV_(all_diesel)_Articulated_(>33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.65677,,0.65677,
1776,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,0% Laden,HGV_(all_diesel)_Articulated_(>33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.64047,1.0,0.64047,co2_co2e_2022
1777,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,0% Laden,HGV_(all_diesel)_Articulated_(>33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00013,27.9,4.659498207885304e-06,ch4_co2e_2022
1778,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,0% Laden,HGV_(all_diesel)_Articulated_(>33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.01617,273.0,5.923076923076923e-05,n2o_co2e_2022
1779,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,50% Laden,HGV_(all_diesel)_Articulated_(>33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.87026,,0.87026,
1780,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,50% Laden,HGV_(all_diesel)_Articulated_(>33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.85396,1.0,0.85396,co2_co2e_2022
1781,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,50% Laden,HGV_(all_diesel)_Articulated_(>33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00013,27.9,4.659498207885304e-06,ch4_co2e_2022
1782,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,50% Laden,HGV_(all_diesel)_Articulated_(>33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.01617,273.0,5.923076923076923e-05,n2o_co2e_2022
1783,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,100% Laden,HGV_(all_diesel)_Articulated_(>33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.08375,,1.08375,
1784,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,100% Laden,HGV_(all_diesel)_Articulated_(>33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.06745,1.0,1.06745,co2_co2e_2022
1785,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,100% Laden,HGV_(all_diesel)_Articulated_(>33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00013,27.9,4.659498207885304e-06,ch4_co2e_2022
1786,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,100% Laden,HGV_(all_diesel)_Articulated_(>33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.01617,273.0,5.923076923076923e-05,n2o_co2e_2022
1787,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,Average laden,HGV_(all_diesel)_Articulated_(>33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.93004,,0.93004,
1788,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,Average laden,HGV_(all_diesel)_Articulated_(>33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.91374,1.0,0.91374,co2_co2e_2022
1789,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,Average laden,HGV_(all_diesel)_Articulated_(>33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00013,27.9,4.659498207885304e-06,ch4_co2e_2022
1790,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,Average laden,HGV_(all_diesel)_Articulated_(>33t),km,https://www.wikidata.org/wiki/Q828224,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.01617,273.0,5.923076923076923e-05,n2o_co2e_2022
1791,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,0% Laden,HGV_(all_diesel)_Articulated_(>33t),miles,https://www.wikidata.org/wiki/Q6851298,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.05696,,1.05696,
1792,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,0% Laden,HGV_(all_diesel)_Articulated_(>33t),miles,https://www.wikidata.org/wiki/Q6851298,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.03074,1.0,1.03074,co2_co2e_2022
1793,Scope1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,0% Laden,HGV_(all_diesel)_Articulated_(>33t),miles,https://www.wikidata.org/wiki/Q6851298,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.0002,27.9,7.168458781362008e-06,ch4_co2e_2022
