ID,Scope,Level 1,Level 2,Level 3,Level 4,emission_source,Column Text,UOM,uom_wd,GHG,GHG_wd,emission_target_formula,GHG/Unit,GHG Conversion Factor 2023,valid_from,valid_to,region,region_wd
1_100_1000_15_1,Scope1,Fuels,Gaseous fuels,Butane,,Gaseous_fuels_Butane,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11570,CO2e,kg CO2e,3033.38067,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1000_15_2,Scope1,Fuels,Gaseous fuels,Butane,,Gaseous_fuels_Butane,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11571,CO2,kg CO2e of CO2,3029.26,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1000_15_3,Scope1,Fuels,Gaseous fuels,Butane,,Gaseous_fuels_Butane,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11572,CH4,kg CO2e of CH4,2.52,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1000_15_4,Scope1,Fuels,Gaseous fuels,Butane,,Gaseous_fuels_Butane,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11573,N2O,kg CO2e of N2O,1.60067,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1000_8_1,Scope1,Fuels,Gaseous fuels,Butane,,Gaseous_fuels_Butane,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11574,CO2e,kg CO2e,1.74533,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1000_8_2,Scope1,Fuels,Gaseous fuels,Butane,,Gaseous_fuels_Butane,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11575,CO2,kg CO2e of CO2,1.74296,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1000_8_3,Scope1,Fuels,Gaseous fuels,Butane,,Gaseous_fuels_Butane,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11576,CH4,kg CO2e of CH4,0.00144,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1000_8_4,Scope1,Fuels,Gaseous fuels,Butane,,Gaseous_fuels_Butane,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11577,N2O,kg CO2e of N2O,0.00092,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1000_7_1,Scope1,Fuels,Gaseous fuels,Butane,,Gaseous_fuels_Butane,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11578,CO2e,kg CO2e,0.24107,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1000_7_2,Scope1,Fuels,Gaseous fuels,Butane,,Gaseous_fuels_Butane,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11579,CO2,kg CO2e of CO2,0.24074,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1000_7_3,Scope1,Fuels,Gaseous fuels,Butane,,Gaseous_fuels_Butane,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11580,CH4,kg CO2e of CH4,0.0002,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1000_7_4,Scope1,Fuels,Gaseous fuels,Butane,,Gaseous_fuels_Butane,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11581,N2O,kg CO2e of N2O,0.00012,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1000_6_1,Scope1,Fuels,Gaseous fuels,Butane,,Gaseous_fuels_Butane,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11582,CO2e,kg CO2e,0.22241,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1000_6_2,Scope1,Fuels,Gaseous fuels,Butane,,Gaseous_fuels_Butane,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11583,CO2,kg CO2e of CO2,0.2221,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1000_6_3,Scope1,Fuels,Gaseous fuels,Butane,,Gaseous_fuels_Butane,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11584,CH4,kg CO2e of CH4,0.00019,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1000_6_4,Scope1,Fuels,Gaseous fuels,Butane,,Gaseous_fuels_Butane,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11585,N2O,kg CO2e of N2O,0.00012,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1001_15_1,Scope1,Fuels,Gaseous fuels,CNG,,Gaseous_fuels_CNG,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11586,CO2e,kg CO2e,2562.57441,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1001_15_2,Scope1,Fuels,Gaseous fuels,CNG,,Gaseous_fuels_CNG,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11587,CO2,kg CO2e of CO2,2557.53,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1001_15_3,Scope1,Fuels,Gaseous fuels,CNG,,Gaseous_fuels_CNG,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11588,CH4,kg CO2e of CH4,3.8528,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1001_15_4,Scope1,Fuels,Gaseous fuels,CNG,,Gaseous_fuels_CNG,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11589,N2O,kg CO2e of N2O,1.19161,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1001_8_1,Scope1,Fuels,Gaseous fuels,CNG,,Gaseous_fuels_CNG,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11590,CO2e,kg CO2e,0.44845,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1001_8_2,Scope1,Fuels,Gaseous fuels,CNG,,Gaseous_fuels_CNG,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11591,CO2,kg CO2e of CO2,0.44757,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1001_8_3,Scope1,Fuels,Gaseous fuels,CNG,,Gaseous_fuels_CNG,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11592,CH4,kg CO2e of CH4,0.00067,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1001_8_4,Scope1,Fuels,Gaseous fuels,CNG,,Gaseous_fuels_CNG,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11593,N2O,kg CO2e of N2O,0.0002,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1001_7_1,Scope1,Fuels,Gaseous fuels,CNG,,Gaseous_fuels_CNG,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11594,CO2e,kg CO2e,0.20267,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1001_7_2,Scope1,Fuels,Gaseous fuels,CNG,,Gaseous_fuels_CNG,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11595,CO2,kg CO2e of CO2,0.20226,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1001_7_3,Scope1,Fuels,Gaseous fuels,CNG,,Gaseous_fuels_CNG,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11596,CH4,kg CO2e of CH4,0.00031,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1001_7_4,Scope1,Fuels,Gaseous fuels,CNG,,Gaseous_fuels_CNG,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11597,N2O,kg CO2e of N2O,0.0001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1001_6_1,Scope1,Fuels,Gaseous fuels,CNG,,Gaseous_fuels_CNG,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11598,CO2e,kg CO2e,0.18293,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1001_6_2,Scope1,Fuels,Gaseous fuels,CNG,,Gaseous_fuels_CNG,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11599,CO2,kg CO2e of CO2,0.18256,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1001_6_3,Scope1,Fuels,Gaseous fuels,CNG,,Gaseous_fuels_CNG,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11600,CH4,kg CO2e of CH4,0.00028,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1001_6_4,Scope1,Fuels,Gaseous fuels,CNG,,Gaseous_fuels_CNG,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11601,N2O,kg CO2e of N2O,0.00009,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1002_15_1,Scope1,Fuels,Gaseous fuels,LNG,,Gaseous_fuels_LNG,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11602,CO2e,kg CO2e,2581.98441,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1002_15_2,Scope1,Fuels,Gaseous fuels,LNG,,Gaseous_fuels_LNG,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11603,CO2,kg CO2e of CO2,2576.94,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1002_15_3,Scope1,Fuels,Gaseous fuels,LNG,,Gaseous_fuels_LNG,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11604,CH4,kg CO2e of CH4,3.8528,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1002_15_4,Scope1,Fuels,Gaseous fuels,LNG,,Gaseous_fuels_LNG,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11605,N2O,kg CO2e of N2O,1.19161,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1002_8_1,Scope1,Fuels,Gaseous fuels,LNG,,Gaseous_fuels_LNG,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11606,CO2e,kg CO2e,1.16833,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1002_8_2,Scope1,Fuels,Gaseous fuels,LNG,,Gaseous_fuels_LNG,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11607,CO2,kg CO2e of CO2,1.16604,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1002_8_3,Scope1,Fuels,Gaseous fuels,LNG,,Gaseous_fuels_LNG,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11608,CH4,kg CO2e of CH4,0.00175,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1002_8_4,Scope1,Fuels,Gaseous fuels,LNG,,Gaseous_fuels_LNG,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11609,N2O,kg CO2e of N2O,0.00054,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1002_7_1,Scope1,Fuels,Gaseous fuels,LNG,,Gaseous_fuels_LNG,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11610,CO2e,kg CO2e,0.2042,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1002_7_2,Scope1,Fuels,Gaseous fuels,LNG,,Gaseous_fuels_LNG,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11611,CO2,kg CO2e of CO2,0.20379,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1002_7_3,Scope1,Fuels,Gaseous fuels,LNG,,Gaseous_fuels_LNG,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11612,CH4,kg CO2e of CH4,0.00031,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1002_7_4,Scope1,Fuels,Gaseous fuels,LNG,,Gaseous_fuels_LNG,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11613,N2O,kg CO2e of N2O,0.0001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1002_6_1,Scope1,Fuels,Gaseous fuels,LNG,,Gaseous_fuels_LNG,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11614,CO2e,kg CO2e,0.18432,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1002_6_2,Scope1,Fuels,Gaseous fuels,LNG,,Gaseous_fuels_LNG,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11615,CO2,kg CO2e of CO2,0.18395,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1002_6_3,Scope1,Fuels,Gaseous fuels,LNG,,Gaseous_fuels_LNG,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11616,CH4,kg CO2e of CH4,0.00028,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1002_6_4,Scope1,Fuels,Gaseous fuels,LNG,,Gaseous_fuels_LNG,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11617,N2O,kg CO2e of N2O,0.00009,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1003_15_1,Scope1,Fuels,Gaseous fuels,LPG,,Gaseous_fuels_LPG,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11618,CO2e,kg CO2e,2939.36095,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1003_15_2,Scope1,Fuels,Gaseous fuels,LPG,,Gaseous_fuels_LPG,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11619,CO2,kg CO2e of CO2,2935.18,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1003_15_3,Scope1,Fuels,Gaseous fuels,LPG,,Gaseous_fuels_LPG,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11620,CH4,kg CO2e of CH4,2.5536,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1003_15_4,Scope1,Fuels,Gaseous fuels,LPG,,Gaseous_fuels_LPG,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11621,N2O,kg CO2e of N2O,1.62735,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1003_8_1,Scope1,Fuels,Gaseous fuels,LPG,,Gaseous_fuels_LPG,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11622,CO2e,kg CO2e,1.55713,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1003_8_2,Scope1,Fuels,Gaseous fuels,LPG,,Gaseous_fuels_LPG,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11623,CO2,kg CO2e of CO2,1.55491,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1003_8_3,Scope1,Fuels,Gaseous fuels,LPG,,Gaseous_fuels_LPG,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11624,CH4,kg CO2e of CH4,0.00136,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1003_8_4,Scope1,Fuels,Gaseous fuels,LPG,,Gaseous_fuels_LPG,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11625,N2O,kg CO2e of N2O,0.00086,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1003_7_1,Scope1,Fuels,Gaseous fuels,LPG,,Gaseous_fuels_LPG,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11626,CO2e,kg CO2e,0.23032,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1003_7_2,Scope1,Fuels,Gaseous fuels,LPG,,Gaseous_fuels_LPG,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11627,CO2,kg CO2e of CO2,0.22999,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1003_7_3,Scope1,Fuels,Gaseous fuels,LPG,,Gaseous_fuels_LPG,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11628,CH4,kg CO2e of CH4,0.0002,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1003_7_4,Scope1,Fuels,Gaseous fuels,LPG,,Gaseous_fuels_LPG,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11629,N2O,kg CO2e of N2O,0.00012,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1003_6_1,Scope1,Fuels,Gaseous fuels,LPG,,Gaseous_fuels_LPG,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11630,CO2e,kg CO2e,0.2145,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1003_6_2,Scope1,Fuels,Gaseous fuels,LPG,,Gaseous_fuels_LPG,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11631,CO2,kg CO2e of CO2,0.21419,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1003_6_3,Scope1,Fuels,Gaseous fuels,LPG,,Gaseous_fuels_LPG,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11632,CH4,kg CO2e of CH4,0.00019,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1003_6_4,Scope1,Fuels,Gaseous fuels,LPG,,Gaseous_fuels_LPG,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11633,N2O,kg CO2e of N2O,0.00012,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1004_15_1,Scope1,Fuels,Gaseous fuels,Natural gas,,Gaseous_fuels_Natural_gas,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11634,CO2e,kg CO2e,2562.57441,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1004_15_2,Scope1,Fuels,Gaseous fuels,Natural gas,,Gaseous_fuels_Natural_gas,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11635,CO2,kg CO2e of CO2,2557.53,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1004_15_3,Scope1,Fuels,Gaseous fuels,Natural gas,,Gaseous_fuels_Natural_gas,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11636,CH4,kg CO2e of CH4,3.8528,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1004_15_4,Scope1,Fuels,Gaseous fuels,Natural gas,,Gaseous_fuels_Natural_gas,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11637,N2O,kg CO2e of N2O,1.19161,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1004_1_1,Scope1,Fuels,Gaseous fuels,Natural gas,,Gaseous_fuels_Natural_gas,,cubic metre,http://www.wikidata.org/entity/Q25517,kilogram,http://www.wikidata.org/entity/Q11638,CO2e,kg CO2e,2.03839,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1004_1_2,Scope1,Fuels,Gaseous fuels,Natural gas,,Gaseous_fuels_Natural_gas,,cubic metre,http://www.wikidata.org/entity/Q25517,kilogram,http://www.wikidata.org/entity/Q11639,CO2,kg CO2e of CO2,2.03437,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1004_1_3,Scope1,Fuels,Gaseous fuels,Natural gas,,Gaseous_fuels_Natural_gas,,cubic metre,http://www.wikidata.org/entity/Q25517,kilogram,http://www.wikidata.org/entity/Q11640,CH4,kg CO2e of CH4,0.00307,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1004_1_4,Scope1,Fuels,Gaseous fuels,Natural gas,,Gaseous_fuels_Natural_gas,,cubic metre,http://www.wikidata.org/entity/Q25517,kilogram,http://www.wikidata.org/entity/Q11641,N2O,kg CO2e of N2O,0.00095,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1004_7_1,Scope1,Fuels,Gaseous fuels,Natural gas,,Gaseous_fuels_Natural_gas,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11642,CO2e,kg CO2e,0.20267,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1004_7_2,Scope1,Fuels,Gaseous fuels,Natural gas,,Gaseous_fuels_Natural_gas,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11643,CO2,kg CO2e of CO2,0.20226,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1004_7_3,Scope1,Fuels,Gaseous fuels,Natural gas,,Gaseous_fuels_Natural_gas,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11644,CH4,kg CO2e of CH4,0.00031,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1004_7_4,Scope1,Fuels,Gaseous fuels,Natural gas,,Gaseous_fuels_Natural_gas,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11645,N2O,kg CO2e of N2O,0.0001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1004_6_1,Scope1,Fuels,Gaseous fuels,Natural gas,,Gaseous_fuels_Natural_gas,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11646,CO2e,kg CO2e,0.18293,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1004_6_2,Scope1,Fuels,Gaseous fuels,Natural gas,,Gaseous_fuels_Natural_gas,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11647,CO2,kg CO2e of CO2,0.18256,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1004_6_3,Scope1,Fuels,Gaseous fuels,Natural gas,,Gaseous_fuels_Natural_gas,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11648,CH4,kg CO2e of CH4,0.00028,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_100_1004_6_4,Scope1,Fuels,Gaseous fuels,Natural gas,,Gaseous_fuels_Natural_gas,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11649,N2O,kg CO2e of N2O,0.00009,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
