ID,Scope,Level 1,Level 2,Level 3,Level 4,emission_source,Column Text,UOM,uom_wd,GHG,GHG_wd,emission_target_formula,GHG/Unit,GHG Conversion Factor 2023,valid_from,valid_to,region,region_wd
1_101_1019_15_4,Scope1,Fuels,Liquid fuels,Processed fuel oils - residual oil,,Liquid_fuels_Processed_fuel_oils__residual_oil,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11877,N2O,kg CO2e of N2O,7.12299,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1019_8_1,Scope1,Fuels,Liquid fuels,Processed fuel oils - residual oil,,Liquid_fuels_Processed_fuel_oils__residual_oil,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11878,CO2e,kg CO2e,3.17492,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1019_8_2,Scope1,Fuels,Liquid fuels,Processed fuel oils - residual oil,,Liquid_fuels_Processed_fuel_oils__residual_oil,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11879,CO2,kg CO2e of CO2,3.16262,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1019_8_3,Scope1,Fuels,Liquid fuels,Processed fuel oils - residual oil,,Liquid_fuels_Processed_fuel_oils__residual_oil,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11880,CH4,kg CO2e of CH4,0.0053,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1019_8_4,Scope1,Fuels,Liquid fuels,Processed fuel oils - residual oil,,Liquid_fuels_Processed_fuel_oils__residual_oil,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11881,N2O,kg CO2e of N2O,0.00701,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1019_7_1,Scope1,Fuels,Liquid fuels,Processed fuel oils - residual oil,,Liquid_fuels_Processed_fuel_oils__residual_oil,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11882,CO2e,kg CO2e,0.28523,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1019_7_2,Scope1,Fuels,Liquid fuels,Processed fuel oils - residual oil,,Liquid_fuels_Processed_fuel_oils__residual_oil,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11883,CO2,kg CO2e of CO2,0.28413,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1019_7_3,Scope1,Fuels,Liquid fuels,Processed fuel oils - residual oil,,Liquid_fuels_Processed_fuel_oils__residual_oil,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11884,CH4,kg CO2e of CH4,0.00047,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1019_7_4,Scope1,Fuels,Liquid fuels,Processed fuel oils - residual oil,,Liquid_fuels_Processed_fuel_oils__residual_oil,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11885,N2O,kg CO2e of N2O,0.00063,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1019_6_1,Scope1,Fuels,Liquid fuels,Processed fuel oils - residual oil,,Liquid_fuels_Processed_fuel_oils__residual_oil,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11886,CO2e,kg CO2e,0.26813,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1019_6_2,Scope1,Fuels,Liquid fuels,Processed fuel oils - residual oil,,Liquid_fuels_Processed_fuel_oils__residual_oil,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11887,CO2,kg CO2e of CO2,0.26709,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1019_6_3,Scope1,Fuels,Liquid fuels,Processed fuel oils - residual oil,,Liquid_fuels_Processed_fuel_oils__residual_oil,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11888,CH4,kg CO2e of CH4,0.00045,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1019_6_4,Scope1,Fuels,Liquid fuels,Processed fuel oils - residual oil,,Liquid_fuels_Processed_fuel_oils__residual_oil,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11889,N2O,kg CO2e of N2O,0.0006,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1020_15_1,Scope1,Fuels,Liquid fuels,Processed fuel oils - distillate oil,,Liquid_fuels_Processed_fuel_oils__distillate_oil,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11890,CO2e,kg CO2e,3226.57859,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1020_15_2,Scope1,Fuels,Liquid fuels,Processed fuel oils - distillate oil,,Liquid_fuels_Processed_fuel_oils__distillate_oil,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11891,CO2,kg CO2e of CO2,3190,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1020_15_3,Scope1,Fuels,Liquid fuels,Processed fuel oils - distillate oil,,Liquid_fuels_Processed_fuel_oils__distillate_oil,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11892,CH4,kg CO2e of CH4,3.6848,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1020_15_4,Scope1,Fuels,Liquid fuels,Processed fuel oils - distillate oil,,Liquid_fuels_Processed_fuel_oils__distillate_oil,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11893,N2O,kg CO2e of N2O,32.89379,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1020_8_1,Scope1,Fuels,Liquid fuels,Processed fuel oils - distillate oil,,Liquid_fuels_Processed_fuel_oils__distillate_oil,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11894,CO2e,kg CO2e,2.75541,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1020_8_2,Scope1,Fuels,Liquid fuels,Processed fuel oils - distillate oil,,Liquid_fuels_Processed_fuel_oils__distillate_oil,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11895,CO2,kg CO2e of CO2,2.72417,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1020_8_3,Scope1,Fuels,Liquid fuels,Processed fuel oils - distillate oil,,Liquid_fuels_Processed_fuel_oils__distillate_oil,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11896,CH4,kg CO2e of CH4,0.00315,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1020_8_4,Scope1,Fuels,Liquid fuels,Processed fuel oils - distillate oil,,Liquid_fuels_Processed_fuel_oils__distillate_oil,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11897,N2O,kg CO2e of N2O,0.02809,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1020_7_1,Scope1,Fuels,Liquid fuels,Processed fuel oils - distillate oil,,Liquid_fuels_Processed_fuel_oils__distillate_oil,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11898,CO2e,kg CO2e,0.27288,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1020_7_2,Scope1,Fuels,Liquid fuels,Processed fuel oils - distillate oil,,Liquid_fuels_Processed_fuel_oils__distillate_oil,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11899,CO2,kg CO2e of CO2,0.26978,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1020_7_3,Scope1,Fuels,Liquid fuels,Processed fuel oils - distillate oil,,Liquid_fuels_Processed_fuel_oils__distillate_oil,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11900,CH4,kg CO2e of CH4,0.00031,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1020_7_4,Scope1,Fuels,Liquid fuels,Processed fuel oils - distillate oil,,Liquid_fuels_Processed_fuel_oils__distillate_oil,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11901,N2O,kg CO2e of N2O,0.00278,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1020_6_1,Scope1,Fuels,Liquid fuels,Processed fuel oils - distillate oil,,Liquid_fuels_Processed_fuel_oils__distillate_oil,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11902,CO2e,kg CO2e,0.2565,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1020_6_2,Scope1,Fuels,Liquid fuels,Processed fuel oils - distillate oil,,Liquid_fuels_Processed_fuel_oils__distillate_oil,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11903,CO2,kg CO2e of CO2,0.25359,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1020_6_3,Scope1,Fuels,Liquid fuels,Processed fuel oils - distillate oil,,Liquid_fuels_Processed_fuel_oils__distillate_oil,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11904,CH4,kg CO2e of CH4,0.00029,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1020_6_4,Scope1,Fuels,Liquid fuels,Processed fuel oils - distillate oil,,Liquid_fuels_Processed_fuel_oils__distillate_oil,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11905,N2O,kg CO2e of N2O,0.00261,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1021_15_1,Scope1,Fuels,Liquid fuels,Refinery miscellaneous,,Liquid_fuels_Refinery_miscellaneous,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11906,CO2e,kg CO2e,2944.32093,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1021_15_2,Scope1,Fuels,Liquid fuels,Refinery miscellaneous,,Liquid_fuels_Refinery_miscellaneous,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11907,CO2,kg CO2e of CO2,2933.33,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1021_15_3,Scope1,Fuels,Liquid fuels,Refinery miscellaneous,,Liquid_fuels_Refinery_miscellaneous,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11908,CH4,kg CO2e of CH4,3.7968,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1021_15_4,Scope1,Fuels,Liquid fuels,Refinery miscellaneous,,Liquid_fuels_Refinery_miscellaneous,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11909,N2O,kg CO2e of N2O,7.19413,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1021_7_1,Scope1,Fuels,Liquid fuels,Refinery miscellaneous,,Liquid_fuels_Refinery_miscellaneous,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11910,CO2e,kg CO2e,0.25961,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1021_7_2,Scope1,Fuels,Liquid fuels,Refinery miscellaneous,,Liquid_fuels_Refinery_miscellaneous,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11911,CO2,kg CO2e of CO2,0.25864,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1021_7_3,Scope1,Fuels,Liquid fuels,Refinery miscellaneous,,Liquid_fuels_Refinery_miscellaneous,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11912,CH4,kg CO2e of CH4,0.00034,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1021_7_4,Scope1,Fuels,Liquid fuels,Refinery miscellaneous,,Liquid_fuels_Refinery_miscellaneous,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11913,N2O,kg CO2e of N2O,0.00063,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1021_6_1,Scope1,Fuels,Liquid fuels,Refinery miscellaneous,,Liquid_fuels_Refinery_miscellaneous,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11914,CO2e,kg CO2e,0.24663,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1021_6_2,Scope1,Fuels,Liquid fuels,Refinery miscellaneous,,Liquid_fuels_Refinery_miscellaneous,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11915,CO2,kg CO2e of CO2,0.24571,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1021_6_3,Scope1,Fuels,Liquid fuels,Refinery miscellaneous,,Liquid_fuels_Refinery_miscellaneous,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11916,CH4,kg CO2e of CH4,0.00031,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1021_6_4,Scope1,Fuels,Liquid fuels,Refinery miscellaneous,,Liquid_fuels_Refinery_miscellaneous,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11917,N2O,kg CO2e of N2O,0.0006,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1022_15_1,Scope1,Fuels,Liquid fuels,Waste oils,,Liquid_fuels_Waste_oils,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11918,CO2e,kg CO2e,3219.37916,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1022_15_2,Scope1,Fuels,Liquid fuels,Waste oils,,Liquid_fuels_Waste_oils,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11919,CO2,kg CO2e of CO2,3171.09,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1022_15_3,Scope1,Fuels,Liquid fuels,Waste oils,,Liquid_fuels_Waste_oils,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11920,CH4,kg CO2e of CH4,3.5504,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1022_15_4,Scope1,Fuels,Liquid fuels,Waste oils,,Liquid_fuels_Waste_oils,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11921,N2O,kg CO2e of N2O,44.73876,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1022_8_1,Scope1,Fuels,Liquid fuels,Waste oils,,Liquid_fuels_Waste_oils,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11922,CO2e,kg CO2e,2.74924,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1022_8_2,Scope1,Fuels,Liquid fuels,Waste oils,,Liquid_fuels_Waste_oils,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11923,CO2,kg CO2e of CO2,2.70801,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1022_8_3,Scope1,Fuels,Liquid fuels,Waste oils,,Liquid_fuels_Waste_oils,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11924,CH4,kg CO2e of CH4,0.00302,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1022_8_4,Scope1,Fuels,Liquid fuels,Waste oils,,Liquid_fuels_Waste_oils,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11925,N2O,kg CO2e of N2O,0.0382,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1022_7_1,Scope1,Fuels,Liquid fuels,Waste oils,,Liquid_fuels_Waste_oils,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11926,CO2e,kg CO2e,0.27459,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1022_7_2,Scope1,Fuels,Liquid fuels,Waste oils,,Liquid_fuels_Waste_oils,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11927,CO2,kg CO2e of CO2,0.27047,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1022_7_3,Scope1,Fuels,Liquid fuels,Waste oils,,Liquid_fuels_Waste_oils,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11928,CH4,kg CO2e of CH4,0.0003,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1022_7_4,Scope1,Fuels,Liquid fuels,Waste oils,,Liquid_fuels_Waste_oils,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11929,N2O,kg CO2e of N2O,0.00381,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1022_6_1,Scope1,Fuels,Liquid fuels,Waste oils,,Liquid_fuels_Waste_oils,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11930,CO2e,kg CO2e,0.25641,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1022_6_2,Scope1,Fuels,Liquid fuels,Waste oils,,Liquid_fuels_Waste_oils,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11931,CO2,kg CO2e of CO2,0.25256,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1022_6_3,Scope1,Fuels,Liquid fuels,Waste oils,,Liquid_fuels_Waste_oils,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11932,CH4,kg CO2e of CH4,0.00028,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1022_6_4,Scope1,Fuels,Liquid fuels,Waste oils,,Liquid_fuels_Waste_oils,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11933,N2O,kg CO2e of N2O,0.00357,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1023_15_1,Scope1,Fuels,Liquid fuels,Marine gas oil,,Liquid_fuels_Marine_gas_oil,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11934,CO2e,kg CO2e,3245.30441,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1023_15_2,Scope1,Fuels,Liquid fuels,Marine gas oil,,Liquid_fuels_Marine_gas_oil,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11935,CO2,kg CO2e of CO2,3205.99,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1023_15_3,Scope1,Fuels,Liquid fuels,Marine gas oil,,Liquid_fuels_Marine_gas_oil,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11936,CH4,kg CO2e of CH4,0.9072,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1023_15_4,Scope1,Fuels,Liquid fuels,Marine gas oil,,Liquid_fuels_Marine_gas_oil,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11937,N2O,kg CO2e of N2O,38.40721,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1023_8_1,Scope1,Fuels,Liquid fuels,Marine gas oil,,Liquid_fuels_Marine_gas_oil,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11938,CO2e,kg CO2e,2.77139,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1023_8_2,Scope1,Fuels,Liquid fuels,Marine gas oil,,Liquid_fuels_Marine_gas_oil,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11939,CO2,kg CO2e of CO2,2.73782,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1023_8_3,Scope1,Fuels,Liquid fuels,Marine gas oil,,Liquid_fuels_Marine_gas_oil,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11940,CH4,kg CO2e of CH4,0.00077,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1023_8_4,Scope1,Fuels,Liquid fuels,Marine gas oil,,Liquid_fuels_Marine_gas_oil,,litre,http://www.wikidata.org/entity/Q11582,kilogram,http://www.wikidata.org/entity/Q11941,N2O,kg CO2e of N2O,0.0328,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1023_7_1,Scope1,Fuels,Liquid fuels,Marine gas oil,,Liquid_fuels_Marine_gas_oil,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11942,CO2e,kg CO2e,0.27445,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1023_7_2,Scope1,Fuels,Liquid fuels,Marine gas oil,,Liquid_fuels_Marine_gas_oil,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11943,CO2,kg CO2e of CO2,0.27113,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1023_7_3,Scope1,Fuels,Liquid fuels,Marine gas oil,,Liquid_fuels_Marine_gas_oil,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11944,CH4,kg CO2e of CH4,0.00008,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1023_7_4,Scope1,Fuels,Liquid fuels,Marine gas oil,,Liquid_fuels_Marine_gas_oil,Net CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11945,N2O,kg CO2e of N2O,0.00325,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1023_6_1,Scope1,Fuels,Liquid fuels,Marine gas oil,,Liquid_fuels_Marine_gas_oil,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11946,CO2e,kg CO2e,0.25798,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1023_6_2,Scope1,Fuels,Liquid fuels,Marine gas oil,,Liquid_fuels_Marine_gas_oil,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11947,CO2,kg CO2e of CO2,0.25486,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1023_6_3,Scope1,Fuels,Liquid fuels,Marine gas oil,,Liquid_fuels_Marine_gas_oil,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11948,CH4,kg CO2e of CH4,0.00007,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1023_6_4,Scope1,Fuels,Liquid fuels,Marine gas oil,,Liquid_fuels_Marine_gas_oil,Gross CV,kilowatt hour ,http://www.wikidata.org/entity/Q182098,kilogram,http://www.wikidata.org/entity/Q11949,N2O,kg CO2e of N2O,0.00305,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1_101_1024_15_1,Scope1,Fuels,Liquid fuels,Marine fuel oil,,Liquid_fuels_Marine_fuel_oil,,tonne,http://www.wikidata.org/entity/Q191118,kilogram,http://www.wikidata.org/entity/Q11950,CO2e,kg CO2e,3154.75334,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
