id,Scope,Level 1,Level 2,Level 3,Level 4,emission_source,Column Text,UOM,uom_wd,GHG,GHG_wd,emission_target,emission_target_wd,emission_target_formula,GHG Conversion Factor 2022,valid_from,valid_to,region,region_wd
1613,Scope1,Delivery vehicles,Vans,Average (up to 3.5 tonnes),,Vans_Average_(up_to_35_tonnes),Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,0,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1614,Scope1,Delivery vehicles,Vans,Average (up to 3.5 tonnes),,Vans_Average_(up_to_35_tonnes),Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,0,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1615,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),0% Laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,0.46338,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1616,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),0% Laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,0.4573,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1617,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),0% Laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,0.0001,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1618,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),0% Laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,0.00598,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1619,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),50% Laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,0.50315,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1620,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),50% Laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,0.49707,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1621,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),50% Laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,0.0001,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1622,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),50% Laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,0.00598,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1623,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),100% Laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,0.54291,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1624,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),100% Laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,0.53683,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1625,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),100% Laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,0.0001,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1626,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),100% Laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,0.00598,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1627,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),Average laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,0.49758,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1628,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),Average laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,0.4915,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1629,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),Average laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,0.0001,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1630,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),Average laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,0.00598,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1631,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),0% Laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,0.74574,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1632,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),0% Laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,0.73596,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1633,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),0% Laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,0.00016,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1634,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),0% Laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,0.00962,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1635,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),50% Laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,0.80973,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1636,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),50% Laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,0.79995,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1637,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),50% Laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,0.00016,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1638,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),50% Laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,0.00962,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1639,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),100% Laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,0.87373,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1640,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),100% Laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,0.86395,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1641,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),100% Laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,0.00016,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1642,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),100% Laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,0.00962,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1643,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),Average laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,0.80078,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1644,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),Average laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,0.791,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1645,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),Average laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,0.00016,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1646,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,HGV_(all_diesel)_Rigid_(>35__75_tonnes),Average laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,0.00962,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1647,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),0% Laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,0.55763,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1648,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),0% Laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,0.55022,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1649,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),0% Laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,0.00012,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1650,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),0% Laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,0.00729,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1651,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),50% Laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,0.63623,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1652,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),50% Laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,0.62882,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1653,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),50% Laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,0.00012,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1654,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),50% Laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,0.00729,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1655,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),100% Laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,0.71483,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1656,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),100% Laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,0.70742,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1657,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),100% Laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,0.00012,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1658,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),100% Laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,0.00729,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1659,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),Average laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,0.60793,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1660,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),Average laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,0.60052,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1661,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),Average laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,0.00012,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1662,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),Average laden,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,0.00729,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1663,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),0% Laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,0.89742,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1664,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),0% Laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,0.88549,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1665,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),0% Laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,0.0002,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1666,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),0% Laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,0.01173,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1667,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),50% Laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,1.02392,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1668,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),50% Laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,1.01199,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1669,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),50% Laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,0.0002,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1670,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),50% Laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,0.01173,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1671,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),100% Laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,1.15041,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1672,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),100% Laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,1.13848,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1673,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),100% Laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,0.0002,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1674,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),100% Laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,0.01173,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
1675,Scope1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,HGV_(all_diesel)_Rigid_(>75_tonnes17_tonnes),Average laden,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,0.97838,2022-01-01T00:00:00,2022-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
