id,id_original,Scope,Level 1,Level 2,Level 3,Level 4,emission_source,Column Text,UOM,uom_wd,GHG,GHG_wd,emission_target,emission_target_wd,emission_target_formula,GHG/Unit,GHG Conversion Factor 2023,valid_from,valid_to,region,region_wd
2582,14_300_3008_9_3,Scope3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Cars_(by_market_segment)_Supermini,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,kg CO2e of CH4,0.00002,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2583,14_300_3008_9_4,Scope3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Cars_(by_market_segment)_Supermini,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,kg CO2e of N2O,0.00003,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2584,14_300_3009_9_1,Scope3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Cars_(by_market_segment)_Supermini,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,kg CO2e,0.00629,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2585,14_300_3009_9_2,Scope3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Cars_(by_market_segment)_Supermini,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,kg CO2e of CO2,0.00623,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2586,14_300_3009_9_3,Scope3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Cars_(by_market_segment)_Supermini,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,kg CO2e of CH4,0.00002,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2587,14_300_3009_9_4,Scope3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Cars_(by_market_segment)_Supermini,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,kg CO2e of N2O,0.00004,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2588,14_300_3013_4_1,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,kg CO2e,0.00186,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2589,14_300_3013_4_2,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,kg CO2e of CO2,0.00184,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2590,14_300_3013_4_3,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,kg CO2e of CH4,0.00001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2591,14_300_3013_4_4,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,kg CO2e of N2O,0.00001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2592,14_300_3014_4_1,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,kg CO2e,0.00419,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2593,14_300_3014_4_2,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,kg CO2e of CO2,0.00414,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2594,14_300_3014_4_3,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,kg CO2e of CH4,0.00002,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2595,14_300_3014_4_4,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,kg CO2e of N2O,0.00003,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2596,14_300_3013_9_1,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,kg CO2e,0.00299,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2597,14_300_3013_9_2,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,kg CO2e of CO2,0.00296,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2598,14_300_3013_9_3,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,kg CO2e of CH4,0.00001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2599,14_300_3013_9_4,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,kg CO2e of N2O,0.00002,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2600,14_300_3014_9_1,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,kg CO2e,0.00674,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2601,14_300_3014_9_2,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,kg CO2e of CO2,0.00667,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2602,14_300_3014_9_3,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,kg CO2e of CH4,0.00003,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2603,14_300_3014_9_4,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,kg CO2e of N2O,0.00004,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2604,14_300_3018_4_1,Scope3,UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Cars_(by_market_segment)_Upper_medium,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,kg CO2e,0.00189,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2605,14_300_3018_4_2,Scope3,UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Cars_(by_market_segment)_Upper_medium,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,kg CO2e of CO2,0.00187,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2606,14_300_3018_4_3,Scope3,UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Cars_(by_market_segment)_Upper_medium,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,kg CO2e of CH4,0.00001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2607,14_300_3018_4_4,Scope3,UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Cars_(by_market_segment)_Upper_medium,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,kg CO2e of N2O,0.00001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2608,14_300_3019_4_1,Scope3,UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Cars_(by_market_segment)_Upper_medium,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,kg CO2e,0.00436,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2609,14_300_3019_4_2,Scope3,UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Cars_(by_market_segment)_Upper_medium,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,kg CO2e of CO2,0.00433,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2610,14_300_3019_4_3,Scope3,UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Cars_(by_market_segment)_Upper_medium,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,kg CO2e of CH4,0.00001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2611,14_300_3019_4_4,Scope3,UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Cars_(by_market_segment)_Upper_medium,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,kg CO2e of N2O,0.00002,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2612,14_300_3018_9_1,Scope3,UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Cars_(by_market_segment)_Upper_medium,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,kg CO2e,0.00305,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2613,14_300_3018_9_2,Scope3,UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Cars_(by_market_segment)_Upper_medium,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,kg CO2e of CO2,0.00302,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2614,14_300_3018_9_3,Scope3,UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Cars_(by_market_segment)_Upper_medium,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,kg CO2e of CH4,0.00001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2615,14_300_3018_9_4,Scope3,UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Cars_(by_market_segment)_Upper_medium,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,kg CO2e of N2O,0.00002,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2616,14_300_3019_9_1,Scope3,UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Cars_(by_market_segment)_Upper_medium,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,kg CO2e,0.00702,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2617,14_300_3019_9_2,Scope3,UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Cars_(by_market_segment)_Upper_medium,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,kg CO2e of CO2,0.00697,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2618,14_300_3019_9_3,Scope3,UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Cars_(by_market_segment)_Upper_medium,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,kg CO2e of CH4,0.00002,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2619,14_300_3019_9_4,Scope3,UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Cars_(by_market_segment)_Upper_medium,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,kg CO2e of N2O,0.00003,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2620,14_300_3023_4_1,Scope3,UK electricity T&D for EVs,Cars (by market segment),Executive,,Cars_(by_market_segment)_Executive,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,kg CO2e,0.00178,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2621,14_300_3023_4_2,Scope3,UK electricity T&D for EVs,Cars (by market segment),Executive,,Cars_(by_market_segment)_Executive,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,kg CO2e of CO2,0.00176,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2622,14_300_3023_4_3,Scope3,UK electricity T&D for EVs,Cars (by market segment),Executive,,Cars_(by_market_segment)_Executive,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,kg CO2e of CH4,0.00001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2623,14_300_3023_4_4,Scope3,UK electricity T&D for EVs,Cars (by market segment),Executive,,Cars_(by_market_segment)_Executive,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,kg CO2e of N2O,0.00001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2624,14_300_3024_4_1,Scope3,UK electricity T&D for EVs,Cars (by market segment),Executive,,Cars_(by_market_segment)_Executive,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,kg CO2e,0.004,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2625,14_300_3024_4_2,Scope3,UK electricity T&D for EVs,Cars (by market segment),Executive,,Cars_(by_market_segment)_Executive,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,kg CO2e of CO2,0.00395,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2626,14_300_3024_4_3,Scope3,UK electricity T&D for EVs,Cars (by market segment),Executive,,Cars_(by_market_segment)_Executive,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,kg CO2e of CH4,0.00002,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2627,14_300_3024_4_4,Scope3,UK electricity T&D for EVs,Cars (by market segment),Executive,,Cars_(by_market_segment)_Executive,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,kg CO2e of N2O,0.00003,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2628,14_300_3023_9_1,Scope3,UK electricity T&D for EVs,Cars (by market segment),Executive,,Cars_(by_market_segment)_Executive,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,kg CO2e,0.00287,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2629,14_300_3023_9_2,Scope3,UK electricity T&D for EVs,Cars (by market segment),Executive,,Cars_(by_market_segment)_Executive,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,kg CO2e of CO2,0.00284,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2630,14_300_3023_9_3,Scope3,UK electricity T&D for EVs,Cars (by market segment),Executive,,Cars_(by_market_segment)_Executive,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,kg CO2e of CH4,0.00001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2631,14_300_3023_9_4,Scope3,UK electricity T&D for EVs,Cars (by market segment),Executive,,Cars_(by_market_segment)_Executive,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,kg CO2e of N2O,0.00002,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2632,14_300_3024_9_1,Scope3,UK electricity T&D for EVs,Cars (by market segment),Executive,,Cars_(by_market_segment)_Executive,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,kg CO2e,0.00642,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2633,14_300_3024_9_2,Scope3,UK electricity T&D for EVs,Cars (by market segment),Executive,,Cars_(by_market_segment)_Executive,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,kg CO2e of CO2,0.00635,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2634,14_300_3024_9_3,Scope3,UK electricity T&D for EVs,Cars (by market segment),Executive,,Cars_(by_market_segment)_Executive,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,kg CO2e of CH4,0.00003,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2635,14_300_3024_9_4,Scope3,UK electricity T&D for EVs,Cars (by market segment),Executive,,Cars_(by_market_segment)_Executive,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,kg CO2e of N2O,0.00004,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2636,14_300_3028_4_1,Scope3,UK electricity T&D for EVs,Cars (by market segment),Luxury,,Cars_(by_market_segment)_Luxury,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,kg CO2e,0.00198,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2637,14_300_3028_4_2,Scope3,UK electricity T&D for EVs,Cars (by market segment),Luxury,,Cars_(by_market_segment)_Luxury,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,kg CO2e of CO2,0.00196,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2638,14_300_3028_4_3,Scope3,UK electricity T&D for EVs,Cars (by market segment),Luxury,,Cars_(by_market_segment)_Luxury,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,kg CO2e of CH4,0.00001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2639,14_300_3028_4_4,Scope3,UK electricity T&D for EVs,Cars (by market segment),Luxury,,Cars_(by_market_segment)_Luxury,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,kg CO2e of N2O,0.00001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2640,14_300_3029_4_1,Scope3,UK electricity T&D for EVs,Cars (by market segment),Luxury,,Cars_(by_market_segment)_Luxury,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,kg CO2e,0.00465,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2641,14_300_3029_4_2,Scope3,UK electricity T&D for EVs,Cars (by market segment),Luxury,,Cars_(by_market_segment)_Luxury,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,kg CO2e of CO2,0.0046,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2642,14_300_3029_4_3,Scope3,UK electricity T&D for EVs,Cars (by market segment),Luxury,,Cars_(by_market_segment)_Luxury,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,kg CO2e of CH4,0.00002,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
