id,Scope,Level 1,Level 2,Level 3,Level 4,Column Text,emission_source,UOM,UOM_wd,GHG/Unit,emission_target_formula,emission_target,emission_target_wd,GHG,GHG_wd,valid_from,valid_to,region,region_wd,GWP,Value 2023,GWP_id,Conversion Factor 2023
1_100_1007_15_4,Scope1,Fuels,Gaseous fuels,Propane,,,Gaseous_fuels_Propane,tonnes,https://www.wikidata.org/wiki/Q191118,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,273.0,0.006026132703985053,n2o_co2e_2022,1.6451342281879195
1_100_1007_8_1,Scope1,Fuels,Gaseous fuels,Propane,,,Gaseous_fuels_Propane,litres,https://www.wikidata.org/wiki/Q11582,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,,1.543577598657718,,1.543577598657718
1_100_1007_8_2,Scope1,Fuels,Gaseous fuels,Propane,,,Gaseous_fuels_Propane,litres,https://www.wikidata.org/wiki/Q11582,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.0,1.5414,co2_co2e_2022,1.5414
1_100_1007_8_3,Scope1,Fuels,Gaseous fuels,Propane,,,Gaseous_fuels_Propane,litres,https://www.wikidata.org/wiki/Q11582,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,27.9,4.777060931899642e-05,ch4_co2e_2022,0.0013328
1_100_1007_8_4,Scope1,Fuels,Gaseous fuels,Propane,,,Gaseous_fuels_Propane,litres,https://www.wikidata.org/wiki/Q11582,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,273.0,3.0945005777219783e-06,n2o_co2e_2022,0.0008447986577181
1_100_1007_7_1,Scope1,Fuels,Gaseous fuels,Propane,,,Gaseous_fuels_Propane,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,,0.2325760966442953,,0.2325760966442953
1_100_1007_7_2,Scope1,Fuels,Gaseous fuels,Propane,,,Gaseous_fuels_Propane,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.0,0.23225,co2_co2e_2022,0.23225
1_100_1007_7_3,Scope1,Fuels,Gaseous fuels,Propane,,,Gaseous_fuels_Propane,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,27.9,7.225806451612903e-06,ch4_co2e_2022,0.0002016
1_100_1007_7_4,Scope1,Fuels,Gaseous fuels,Propane,,,Gaseous_fuels_Propane,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,273.0,4.5603166408534803e-07,n2o_co2e_2022,0.0001244966442953
1_100_1007_6_1,Scope1,Fuels,Gaseous fuels,Propane,,,Gaseous_fuels_Propane,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,,0.2141048040268456,,0.2141048040268456
1_100_1007_6_2,Scope1,Fuels,Gaseous fuels,Propane,,,Gaseous_fuels_Propane,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.0,0.21381,co2_co2e_2022,0.21381
1_100_1007_6_3,Scope1,Fuels,Gaseous fuels,Propane,,,Gaseous_fuels_Propane,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,27.9,6.422939068100359e-06,ch4_co2e_2022,0.0001792
1_100_1007_6_4,Scope1,Fuels,Gaseous fuels,Propane,,,Gaseous_fuels_Propane,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,273.0,4.234579737934066e-07,n2o_co2e_2022,0.0001156040268456
1_101_1008_15_1,Scope1,Fuels,Liquid fuels,Aviation spirit,,,Liquid_fuels_Aviation_spirit,tonnes,https://www.wikidata.org/wiki/Q191118,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,,3193.6948,,3193.6948
1_101_1008_15_2,Scope1,Fuels,Liquid fuels,Aviation spirit,,,Liquid_fuels_Aviation_spirit,tonnes,https://www.wikidata.org/wiki/Q191118,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.0,3127.67,co2_co2e_2022,3127.67
1_101_1008_15_3,Scope1,Fuels,Liquid fuels,Aviation spirit,,,Liquid_fuels_Aviation_spirit,tonnes,https://www.wikidata.org/wiki/Q191118,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,27.9,1.4166594982078855,ch4_co2e_2022,39.524800000000006
1_101_1008_15_4,Scope1,Fuels,Liquid fuels,Aviation spirit,,,Liquid_fuels_Aviation_spirit,tonnes,https://www.wikidata.org/wiki/Q191118,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,273.0,0.09706959706959707,n2o_co2e_2022,26.5
1_101_1008_8_1,Scope1,Fuels,Liquid fuels,Aviation spirit,,,Liquid_fuels_Aviation_spirit,litres,https://www.wikidata.org/wiki/Q11582,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,,2.331162642953021,,2.331162642953021
1_101_1008_8_2,Scope1,Fuels,Liquid fuels,Aviation spirit,,,Liquid_fuels_Aviation_spirit,litres,https://www.wikidata.org/wiki/Q11582,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.0,2.28297,co2_co2e_2022,2.28297
1_101_1008_8_3,Scope1,Fuels,Liquid fuels,Aviation spirit,,,Liquid_fuels_Aviation_spirit,litres,https://www.wikidata.org/wiki/Q11582,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,27.9,0.0010340931899641577,ch4_co2e_2022,0.0288512
1_101_1008_8_4,Scope1,Fuels,Liquid fuels,Aviation spirit,,,Liquid_fuels_Aviation_spirit,litres,https://www.wikidata.org/wiki/Q11582,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,273.0,7.084777638468901e-05,n2o_co2e_2022,0.0193414429530201
1_101_1008_7_1,Scope1,Fuels,Liquid fuels,Aviation spirit,,,Liquid_fuels_Aviation_spirit,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,,0.2566561355704698,,0.2566561355704698
1_101_1008_7_2,Scope1,Fuels,Liquid fuels,Aviation spirit,,,Liquid_fuels_Aviation_spirit,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.0,0.25135,co2_co2e_2022,0.25135
1_101_1008_7_3,Scope1,Fuels,Liquid fuels,Aviation spirit,,,Liquid_fuels_Aviation_spirit,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,27.9,0.00011400716845878137,ch4_co2e_2022,0.0031808
1_101_1008_7_4,Scope1,Fuels,Liquid fuels,Aviation spirit,,,Liquid_fuels_Aviation_spirit,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,273.0,7.785111979742491e-06,n2o_co2e_2022,0.0021253355704697
1_101_1008_6_1,Scope1,Fuels,Liquid fuels,Aviation spirit,,,Liquid_fuels_Aviation_spirit,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,,0.2438203167785235,,0.2438203167785235
1_101_1008_6_2,Scope1,Fuels,Liquid fuels,Aviation spirit,,,Liquid_fuels_Aviation_spirit,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.0,0.23878,co2_co2e_2022,0.23878
1_101_1008_6_3,Scope1,Fuels,Liquid fuels,Aviation spirit,,,Liquid_fuels_Aviation_spirit,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,27.9,0.00010798566308243728,ch4_co2e_2022,0.0030128
1_101_1008_6_4,Scope1,Fuels,Liquid fuels,Aviation spirit,,,Liquid_fuels_Aviation_spirit,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,273.0,7.4268013865326e-06,n2o_co2e_2022,0.0020275167785234
1_101_1009_15_1,Scope1,Fuels,Liquid fuels,Aviation turbine fuel,,,Liquid_fuels_Aviation_turbine_fuel,tonnes,https://www.wikidata.org/wiki/Q191118,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,,3178.3652,,3178.3652
1_101_1009_15_2,Scope1,Fuels,Liquid fuels,Aviation turbine fuel,,,Liquid_fuels_Aviation_turbine_fuel,tonnes,https://www.wikidata.org/wiki/Q191118,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.0,3149.67,co2_co2e_2022,3149.67
1_101_1009_15_3,Scope1,Fuels,Liquid fuels,Aviation turbine fuel,,,Liquid_fuels_Aviation_turbine_fuel,tonnes,https://www.wikidata.org/wiki/Q191118,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,27.9,0.0786810035842294,ch4_co2e_2022,2.1952000000000003
1_101_1009_15_4,Scope1,Fuels,Liquid fuels,Aviation turbine fuel,,,Liquid_fuels_Aviation_turbine_fuel,tonnes,https://www.wikidata.org/wiki/Q191118,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,273.0,0.09706959706959707,n2o_co2e_2022,26.5
1_101_1009_8_1,Scope1,Fuels,Liquid fuels,Aviation turbine fuel,,,Liquid_fuels_Aviation_turbine_fuel,litres,https://www.wikidata.org/wiki/Q11582,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,,2.5426884,,2.5426884
1_101_1009_8_2,Scope1,Fuels,Liquid fuels,Aviation turbine fuel,,,Liquid_fuels_Aviation_turbine_fuel,litres,https://www.wikidata.org/wiki/Q11582,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.0,2.51973,co2_co2e_2022,2.51973
1_101_1009_8_3,Scope1,Fuels,Liquid fuels,Aviation turbine fuel,,,Liquid_fuels_Aviation_turbine_fuel,litres,https://www.wikidata.org/wiki/Q11582,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,27.9,6.302508960573477e-05,ch4_co2e_2022,0.0017584
1_101_1009_8_4,Scope1,Fuels,Liquid fuels,Aviation turbine fuel,,,Liquid_fuels_Aviation_turbine_fuel,litres,https://www.wikidata.org/wiki/Q11582,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,273.0,7.765567765567765e-05,n2o_co2e_2022,0.0212
1_101_1009_7_1,Scope1,Fuels,Liquid fuels,Aviation turbine fuel,,,Liquid_fuels_Aviation_turbine_fuel,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,,0.2606089986577181,,0.2606089986577181
1_101_1009_7_2,Scope1,Fuels,Liquid fuels,Aviation turbine fuel,,,Liquid_fuels_Aviation_turbine_fuel,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.0,0.25826,co2_co2e_2022,0.25826
1_101_1009_7_3,Scope1,Fuels,Liquid fuels,Aviation turbine fuel,,,Liquid_fuels_Aviation_turbine_fuel,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,27.9,6.422939068100359e-06,ch4_co2e_2022,0.0001792
1_101_1009_7_4,Scope1,Fuels,Liquid fuels,Aviation turbine fuel,,,Liquid_fuels_Aviation_turbine_fuel,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,273.0,7.947980431201832e-06,n2o_co2e_2022,0.0021697986577181
1_101_1009_6_1,Scope1,Fuels,Liquid fuels,Aviation turbine fuel,,,Liquid_fuels_Aviation_turbine_fuel,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,,0.2475810872483221,,0.2475810872483221
1_101_1009_6_2,Scope1,Fuels,Liquid fuels,Aviation turbine fuel,,,Liquid_fuels_Aviation_turbine_fuel,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.0,0.24535,co2_co2e_2022,0.24535
1_101_1009_6_3,Scope1,Fuels,Liquid fuels,Aviation turbine fuel,,,Liquid_fuels_Aviation_turbine_fuel,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,27.9,6.021505376344086e-06,ch4_co2e_2022,0.000168
1_101_1009_6_4,Scope1,Fuels,Liquid fuels,Aviation turbine fuel,,,Liquid_fuels_Aviation_turbine_fuel,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,273.0,7.5570961477000004e-06,n2o_co2e_2022,0.0020630872483221
1_101_1010_15_1,Scope1,Fuels,Liquid fuels,Burning oil,,,Liquid_fuels_Burning_oil,tonnes,https://www.wikidata.org/wiki/Q191118,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,,3165.041812080537,,3165.041812080537
1_101_1010_15_2,Scope1,Fuels,Liquid fuels,Burning oil,,,Liquid_fuels_Burning_oil,tonnes,https://www.wikidata.org/wiki/Q191118,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.0,3149.67,co2_co2e_2022,3149.67
1_101_1010_15_3,Scope1,Fuels,Liquid fuels,Burning oil,,,Liquid_fuels_Burning_oil,tonnes,https://www.wikidata.org/wiki/Q191118,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,27.9,0.3010752688172043,ch4_co2e_2022,8.4
1_101_1010_15_4,Scope1,Fuels,Liquid fuels,Burning oil,,,Liquid_fuels_Burning_oil,tonnes,https://www.wikidata.org/wiki/Q191118,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,273.0,0.025537773188779898,n2o_co2e_2022,6.971812080536912
1_101_1010_8_1,Scope1,Fuels,Liquid fuels,Burning oil,,,Liquid_fuels_Burning_oil,litres,https://www.wikidata.org/wiki/Q11582,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,,2.540155856375839,,2.540155856375839
1_101_1010_8_2,Scope1,Fuels,Liquid fuels,Burning oil,,,Liquid_fuels_Burning_oil,litres,https://www.wikidata.org/wiki/Q11582,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.0,2.52782,co2_co2e_2022,2.52782
1_101_1010_8_3,Scope1,Fuels,Liquid fuels,Burning oil,,,Liquid_fuels_Burning_oil,litres,https://www.wikidata.org/wiki/Q11582,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,27.9,0.000241663082437276,ch4_co2e_2022,0.0067424
1_101_1010_8_4,Scope1,Fuels,Liquid fuels,Burning oil,,,Liquid_fuels_Burning_oil,litres,https://www.wikidata.org/wiki/Q11582,kg CO2e of N2O,CO2e of N2O,Carbon dioxide equivalent of Nitrous Oxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_n2o,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,273.0,2.0488851193549084e-05,n2o_co2e_2022,0.0055934563758389
1_101_1010_7_1,Scope1,Fuels,Liquid fuels,Burning oil,,,Liquid_fuels_Burning_oil,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,,0.2597535275167785,,0.2597535275167785
1_101_1010_7_2,Scope1,Fuels,Liquid fuels,Burning oil,,,Liquid_fuels_Burning_oil,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e of CO2,CO2e of CO2,Carbon dioxide equivalent of Carbon dioxide,https://w3id.org/ecfkg/i/emission_target/co2e_of_co2,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.0,0.25849,co2_co2e_2022,0.25849
1_101_1010_7_3,Scope1,Fuels,Liquid fuels,Burning oil,,,Liquid_fuels_Burning_oil,kWh,https://www.wikidata.org/wiki/Q182098,kg CO2e of CH4,CO2e of CH4,Carbon dioxide equivalent of Methane,https://w3id.org/ecfkg/i/emission_target/co2e_of_ch4,kg,https://www.wikidata.org/wiki/Q11570,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,27.9,2.488888888888889e-05,ch4_co2e_2022,0.0006944
