id,Scope,Level 1,Level 2,Level 3,Level 4,emission_source,Column Text,UOM simple,uom_wd,UOM,GHG,GHG_wd,emission_target,emission_target_wd,Lookup,GHG Conversion Factor 2021,valid_from,valid_to,region_wd
2068,Scope2,UK electricity for Evs,Vans,Average (up to 3.5 tonnes),,Vans_Average_(up_to_3.5_tonnes),Battery Electric Vehicle,tonne.km,https://w3id.org/ecfkg/i/unit/tonne.km,tonne.km,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide,https://www.wikidata.org/wiki/Q1997,Average (up to 3.5 tonnes) tonne.km,0.22322,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2069,Scope2,UK electricity for Evs,Vans,Average (up to 3.5 tonnes),,Vans_Average_(up_to_3.5_tonnes),Battery Electric Vehicle,tonne.km,https://w3id.org/ecfkg/i/unit/tonne.km,tonne.km,kilogram,https://www.wikidata.org/wiki/Q11570,nitrous oxide,https://www.wikidata.org/wiki/Q905750,Average (up to 3.5 tonnes) tonne.km,0.00145,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2070,Scope2,Heat and steam,Heat and steam,Onsite heat and steam,,Heat_and_steam_Onsite_heat_and_steam,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Onsite heat and steam,0.17073,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2071,Scope2,Heat and steam,Heat and steam,Onsite heat and steam,,Heat_and_steam_Onsite_heat_and_steam,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,methane,https://www.wikidata.org/wiki/Q37129,Onsite heat and steam,0.00109,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2072,Scope2,Heat and steam,Heat and steam,Onsite heat and steam,,Heat_and_steam_Onsite_heat_and_steam,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide,https://www.wikidata.org/wiki/Q1997,Onsite heat and steam,0.16906,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2073,Scope2,Heat and steam,Heat and steam,Onsite heat and steam,,Heat_and_steam_Onsite_heat_and_steam,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,nitrous oxide,https://www.wikidata.org/wiki/Q905750,Onsite heat and steam,0.00058,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2074,Scope2,Heat and steam,Heat and steam,District heat and steam,,Heat_and_steam_District_heat_and_steam,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,District heat and steam,0.17073,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2075,Scope2,Heat and steam,Heat and steam,District heat and steam,,Heat_and_steam_District_heat_and_steam,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,methane,https://www.wikidata.org/wiki/Q37129,District heat and steam,0.00109,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2076,Scope2,Heat and steam,Heat and steam,District heat and steam,,Heat_and_steam_District_heat_and_steam,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide,https://www.wikidata.org/wiki/Q1997,District heat and steam,0.16906,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2077,Scope2,Heat and steam,Heat and steam,District heat and steam,,Heat_and_steam_District_heat_and_steam,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,nitrous oxide,https://www.wikidata.org/wiki/Q905750,District heat and steam,0.00058,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2078,Scope3,Water supply,Water supply,Water supply,,Water_supply_Water_supply,,cubic metre,https://www.wikidata.org/wiki/Q25517,cubic metres,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Water supply cubic metres,0.149,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2079,Scope3,Water supply,Water supply,Water supply,,Water_supply_Water_supply,,million litres,https://w3id.org/ecfkg/i/unit/million_litres,million litres,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Water supply million litres,149,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2080,Scope3,Water treatment,Water treatment,Water treatment,,Water_treatment_Water_treatment,,cubic metre,https://www.wikidata.org/wiki/Q25517,cubic metres,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Water treatment cubic metres,0.272,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2081,Scope3,Water treatment,Water treatment,Water treatment,,Water_treatment_Water_treatment,,million litres,https://w3id.org/ecfkg/i/unit/million_litres,million litres,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Water treatment million litres,272,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2082,Scope3,Material use,Construction,Aggregates,,Construction_Aggregates,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Aggregates,7.7589,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2083,Scope3,Material use,Construction,Aggregates,,Construction_Aggregates,Re-used,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Aggregates,2.21,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2084,Scope3,Material use,Construction,Aggregates,,Construction_Aggregates,Open-loop source,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Aggregates,3.19914,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2085,Scope3,Material use,Construction,Aggregates,,Construction_Aggregates,Closed-loop source,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Aggregates,3.19914,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2086,Scope3,Material use,Construction,Average construction,,Construction_Average_construction,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Average construction,79.97367,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2087,Scope3,Material use,Construction,Asbestos,,Construction_Asbestos,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Asbestos,27,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2088,Scope3,Material use,Construction,Asphalt,,Construction_Asphalt,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Asphalt,39.21249,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2089,Scope3,Material use,Construction,Asphalt,,Construction_Asphalt,Re-used,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Asphalt,1.73826,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2090,Scope3,Material use,Construction,Asphalt,,Construction_Asphalt,Closed-loop source,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Asphalt,28.65914,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2091,Scope3,Material use,Construction,Bricks,,Construction_Bricks,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Bricks,241.7589,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2092,Scope3,Material use,Construction,Bricks,,Construction_Bricks,Open-loop source,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Bricks,3.19914,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2093,Scope3,Material use,Construction,Concrete,,Construction_Concrete,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Concrete,131.7589,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2094,Scope3,Material use,Construction,Concrete,,Construction_Concrete,Open-loop source,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Concrete,3.19914,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2095,Scope3,Material use,Construction,Concrete,,Construction_Concrete,Closed-loop source,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Concrete,3.19914,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2096,Scope3,Material use,Construction,Insulation,,Construction_Insulation,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Insulation,1861.7589,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2097,Scope3,Material use,Construction,Insulation,,Construction_Insulation,Closed-loop source,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Insulation,1852.08877,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2098,Scope3,Material use,Construction,Metals,,Construction_Metals,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Metals,3975.82337,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2099,Scope3,Material use,Construction,Metals,,Construction_Metals,Closed-loop source,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Metals,1571.27037,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2100,Scope3,Material use,Construction,Soils,,Construction_Soils,Closed-loop source,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Soils,0.98914,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2101,Scope3,Material use,Construction,Mineral oil,,Construction_Mineral_oil,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Mineral oil,1401,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2102,Scope3,Material use,Construction,Mineral oil,,Construction_Mineral_oil,Closed-loop source,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Mineral oil,676,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2103,Scope3,Material use,Construction,Plasterboard,,Construction_Plasterboard,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Plasterboard,120.05,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2104,Scope3,Material use,Construction,Plasterboard,,Construction_Plasterboard,Closed-loop source,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Plasterboard,32.17,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2105,Scope3,Material use,Construction,Tyres,,Construction_Tyres,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Tyres,3335.5719,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2106,Scope3,Material use,Construction,Tyres,,Construction_Tyres,Re-used,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Tyres,731.21789,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2107,Scope3,Material use,Construction,Tyres,,Construction_Tyres,Open-loop source,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Tyres,308.40015,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2108,Scope3,Material use,Construction,Wood,,Construction_Wood,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Wood,312.61178,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2109,Scope3,Material use,Construction,Wood,,Construction_Wood,Re-used,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Wood,38.54288,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2110,Scope3,Material use,Construction,Wood,,Construction_Wood,Open-loop source,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Wood,259.13151,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2111,Scope3,Material use,Construction,Wood,,Construction_Wood,Closed-loop source,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Wood,112.96968,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2112,Scope3,Material use,Other,Glass,,Other_Glass,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Glass,1402.76667,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2113,Scope3,Material use,Other,Glass,,Other_Glass,Open-loop source,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Glass,24.76,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2114,Scope3,Material use,Other,Glass,,Other_Glass,Closed-loop source,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Glass,823.18954,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2115,Scope3,Material use,Other,Clothing,,Other_Clothing,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Clothing,22310,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2116,Scope3,Material use,Other,Clothing,,Other_Clothing,Re-used,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Clothing,152.25,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2117,Scope3,Material use,Other,Clothing,,Other_Clothing,Open-loop source,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Clothing,152.25,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2118,Scope3,Material use,Other,Food and drink,,Other_Food_and_drink,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Food and drink,3701.40359,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2119,Scope3,Material use,Organic,Compost derived from garden waste,,Organic_Compost_derived_from_garden_waste,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Compost derived from garden waste,113.30891,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2120,Scope3,Material use,Organic,Compost derived from food and garden waste,,Organic_Compost_derived_from_food_and_garden_waste,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Compost derived from food and garden waste,116.12553,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2121,Scope3,Material use,Electrical items,Electrical items - fridges and freezers,,Electrical_items_Electrical_items__fridges_and_freezers,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electrical items - fridges and freezers,4363.33333,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2122,Scope3,Material use,Electrical items,Electrical items - large,,Electrical_items_Electrical_items__large,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electrical items - large,3267,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2123,Scope3,Material use,Electrical items,Electrical items - IT,,Electrical_items_Electrical_items__IT,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electrical items - IT,24865.47556,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2124,Scope3,Material use,Electrical items,Electrical items - small,,Electrical_items_Electrical_items__small,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electrical items - small,5647.94563,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2125,Scope3,Material use,Electrical items,Batteries - Alkaline,,Electrical_items_Batteries__Alkaline,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Batteries - Alkaline,4633.47826,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2126,Scope3,Material use,Electrical items,Batteries - Li ion,,Electrical_items_Batteries__Li_ion,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Batteries - Li ion,6308,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2127,Scope3,Material use,Electrical items,Batteries - NiMh,,Electrical_items_Batteries__NiMh,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Batteries - NiMh,28380,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2128,Scope3,Material use,Metal,Metal: aluminium cans and foil (excl. forming),,Metal_Metal_aluminium_cans_and_foil_(excl._forming),Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Metal: aluminium cans and foil (excl. forming),9122.6364,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2129,Scope3,Material use,Metal,Metal: aluminium cans and foil (excl. forming),,Metal_Metal_aluminium_cans_and_foil_(excl._forming),Closed-loop source,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Metal: aluminium cans and foil (excl. forming),999.39628,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2130,Scope3,Material use,Metal,Metal: mixed cans,,Metal_Metal_mixed_cans,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Metal: mixed cans,5268.5564,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2131,Scope3,Material use,Metal,Metal: mixed cans,,Metal_Metal_mixed_cans,Closed-loop source,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Metal: mixed cans,1473.78996,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2132,Scope3,Material use,Metal,Metal: scrap metal,,Metal_Metal_scrap_metal,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Metal: scrap metal,3682.6829,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2133,Scope3,Material use,Metal,Metal: scrap metal,,Metal_Metal_scrap_metal,Closed-loop source,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Metal: scrap metal,1633.17782,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2134,Scope3,Material use,Metal,Metal: steel cans,,Metal_Metal_steel_cans,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Metal: steel cans,3100.6364,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2135,Scope3,Material use,Metal,Metal: steel cans,,Metal_Metal_steel_cans,Closed-loop source,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Metal: steel cans,1740.6364,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2136,Scope3,Material use,Plastic,Plastics: average plastics,,Plastic_Plastics_average_plastics,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Plastics: average plastics,3116.29156,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2137,Scope3,Material use,Plastic,Plastics: average plastics,,Plastic_Plastics_average_plastics,Open-loop source,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Plastics: average plastics,600,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2138,Scope3,Material use,Plastic,Plastics: average plastics,,Plastic_Plastics_average_plastics,Closed-loop source,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Plastics: average plastics,2326.53028,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2139,Scope3,Material use,Plastic,Plastics: average plastic film,,Plastic_Plastics_average_plastic_film,Primary material production,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Plastics: average plastic film,2574.16475,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2140,Scope3,Material use,Plastic,Plastics: average plastic film,,Plastic_Plastics_average_plastic_film,Open-loop source,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Plastics: average plastic film,600,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
