id,Scope,Level 1,Level 2,Level 3,Level 4,emission_source,Column Text,UOM simple,uom_wd,UOM,GHG,GHG_wd,emission_target,emission_target_wd,emission_target_formula,Lookup,GHG Conversion Factor 2019,valid_from,valid_to,region,region_wd
2089,Scope3,Material use,Plastic,Plastics: PVC (incl. forming),,Plastic_Plastics_PVC_(incl_forming),Primary material production,tonne,http://www.wikidata.org/entity/Q191118,tonnes,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,Plastics: PVC (incl. forming),3413.0842,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2090,Scope3,Material use,Plastic,Plastics: PVC (incl. forming),,Plastic_Plastics_PVC_(incl_forming),Open-loop source,tonne,http://www.wikidata.org/entity/Q191118,tonnes,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,Plastics: PVC (incl. forming),604.2614,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2091,Scope3,Material use,Plastic,Plastics: PVC (incl. forming),,Plastic_Plastics_PVC_(incl_forming),Closed-loop source,tonne,http://www.wikidata.org/entity/Q191118,tonnes,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,Plastics: PVC (incl. forming),2467.7757,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2092,Scope3,Material use,Paper,Paper and board: board,,Paper_Paper_and_board_board,Primary material production,tonne,http://www.wikidata.org/entity/Q191118,tonnes,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,Paper and board: board,842.5763,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2093,Scope3,Material use,Paper,Paper and board: board,,Paper_Paper_and_board_board,Closed-loop source,tonne,http://www.wikidata.org/entity/Q191118,tonnes,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,Paper and board: board,794.235,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2094,Scope3,Material use,Paper,Paper and board: mixed,,Paper_Paper_and_board_mixed,Primary material production,tonne,http://www.wikidata.org/entity/Q191118,tonnes,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,Paper and board: mixed,870.1027,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2095,Scope3,Material use,Paper,Paper and board: mixed,,Paper_Paper_and_board_mixed,Closed-loop source,tonne,http://www.wikidata.org/entity/Q191118,tonnes,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,Paper and board: mixed,794.235,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2096,Scope3,Material use,Paper,Paper and board: paper,,Paper_Paper_and_board_paper,Primary material production,tonne,http://www.wikidata.org/entity/Q191118,tonnes,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,Paper and board: paper,952.6819,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2097,Scope3,Material use,Paper,Paper and board: paper,,Paper_Paper_and_board_paper,Closed-loop source,tonne,http://www.wikidata.org/entity/Q191118,tonnes,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,Paper and board: paper,794.235,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2098,Scope3,Transmission and distribution,T&D- UK electricity,Electricity: UK,,T&D_UK_electricity_Electricity_UK,,kilowatt hour,http://www.wikidata.org/entity/Q182098,kWh,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,Electricity: UK,0.0217,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2099,Scope3,Transmission and distribution,T&D- UK electricity,Electricity: UK,,T&D_UK_electricity_Electricity_UK,,kilowatt hour,http://www.wikidata.org/entity/Q182098,kWh,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,Electricity: UK,0.00005,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2100,Scope3,Transmission and distribution,T&D- UK electricity,Electricity: UK,,T&D_UK_electricity_Electricity_UK,,kilowatt hour,http://www.wikidata.org/entity/Q182098,kWh,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,Electricity: UK,0.02153,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2101,Scope3,Transmission and distribution,T&D- UK electricity,Electricity: UK,,T&D_UK_electricity_Electricity_UK,,kilowatt hour,http://www.wikidata.org/entity/Q182098,kWh,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,Electricity: UK,0.00012,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2102,Scope3,Transmission and distribution,Distribution - district heat & steam,5% loss,,Distribution__district_heat_&_steam_5%_loss,,kilowatt hour,http://www.wikidata.org/entity/Q182098,kWh,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,5% loss,0.00927,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2103,Scope3,Transmission and distribution,Distribution - district heat & steam,5% loss,,Distribution__district_heat_&_steam_5%_loss,,kilowatt hour,http://www.wikidata.org/entity/Q182098,kWh,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,5% loss,0.00006,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2104,Scope3,Transmission and distribution,Distribution - district heat & steam,5% loss,,Distribution__district_heat_&_steam_5%_loss,,kilowatt hour,http://www.wikidata.org/entity/Q182098,kWh,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,5% loss,0.00918,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2105,Scope3,Transmission and distribution,Distribution - district heat & steam,5% loss,,Distribution__district_heat_&_steam_5%_loss,,kilowatt hour,http://www.wikidata.org/entity/Q182098,kWh,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,5% loss,0.00003,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2106,Scope3,UK electricity T&D for EVs,Cars (by market segment),Mini,,Cars_(by_market_segment)_Mini,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,km,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,Mini km,0.00409,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2107,Scope3,UK electricity T&D for EVs,Cars (by market segment),Mini,,Cars_(by_market_segment)_Mini,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,km,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,Mini km,0.00001,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2108,Scope3,UK electricity T&D for EVs,Cars (by market segment),Mini,,Cars_(by_market_segment)_Mini,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,km,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,Mini km,0.00406,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2109,Scope3,UK electricity T&D for EVs,Cars (by market segment),Mini,,Cars_(by_market_segment)_Mini,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,km,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,Mini km,0.00002,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2110,Scope3,UK electricity T&D for EVs,Cars (by market segment),Mini,,Cars_(by_market_segment)_Mini,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,miles,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,Mini miles,0.0066,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2111,Scope3,UK electricity T&D for EVs,Cars (by market segment),Mini,,Cars_(by_market_segment)_Mini,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,miles,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,Mini miles,0.00002,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2112,Scope3,UK electricity T&D for EVs,Cars (by market segment),Mini,,Cars_(by_market_segment)_Mini,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,miles,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,Mini miles,0.00654,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2113,Scope3,UK electricity T&D for EVs,Cars (by market segment),Mini,,Cars_(by_market_segment)_Mini,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,miles,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,Mini miles,0.00004,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2114,Scope3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Cars_(by_market_segment)_Supermini,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,km,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,Supermini km,0.00346,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2115,Scope3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Cars_(by_market_segment)_Supermini,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,km,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,Supermini km,0.00001,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2116,Scope3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Cars_(by_market_segment)_Supermini,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,km,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,Supermini km,0.00343,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2117,Scope3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Cars_(by_market_segment)_Supermini,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,km,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,Supermini km,0.00002,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2118,Scope3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Cars_(by_market_segment)_Supermini,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,miles,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,Supermini miles,0.00555,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2119,Scope3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Cars_(by_market_segment)_Supermini,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,miles,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,Supermini miles,0.00001,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2120,Scope3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Cars_(by_market_segment)_Supermini,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,miles,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,Supermini miles,0.00551,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2121,Scope3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Cars_(by_market_segment)_Supermini,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,miles,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,Supermini miles,0.00003,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2122,Scope3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Cars_(by_market_segment)_Supermini,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,km,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,Supermini km,0.00375,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2123,Scope3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Cars_(by_market_segment)_Supermini,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,km,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,Supermini km,0.00001,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2124,Scope3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Cars_(by_market_segment)_Supermini,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,km,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,Supermini km,0.00372,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2125,Scope3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Cars_(by_market_segment)_Supermini,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,km,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,Supermini km,0.00002,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2126,Scope3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Cars_(by_market_segment)_Supermini,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,miles,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,Supermini miles,0.00602,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2127,Scope3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Cars_(by_market_segment)_Supermini,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,miles,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,Supermini miles,0.00001,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2128,Scope3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Cars_(by_market_segment)_Supermini,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,miles,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,Supermini miles,0.00598,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2129,Scope3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Cars_(by_market_segment)_Supermini,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,miles,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,Supermini miles,0.00003,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2130,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,km,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,Lower medium km,0.00291,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2131,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,km,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,Lower medium km,0.00001,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2132,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,km,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,Lower medium km,0.00288,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2133,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,km,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,Lower medium km,0.00002,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2134,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,miles,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,Lower medium miles,0.00467,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2135,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,miles,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,Lower medium miles,0.00001,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2136,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,miles,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,Lower medium miles,0.00463,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2137,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,miles,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,Lower medium miles,0.00003,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2138,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,km,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,Lower medium km,0.00451,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2139,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,km,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,Lower medium km,0.00001,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2140,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,km,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,Lower medium km,0.00448,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2141,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Battery Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,km,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,Lower medium km,0.00002,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2142,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,miles,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,Lower medium miles,0.00727,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2143,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,miles,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,Lower medium miles,0.00002,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2144,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,miles,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,Lower medium miles,0.00721,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2145,Scope3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Cars_(by_market_segment)_Lower_medium,Battery Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,miles,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,Lower medium miles,0.00004,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2146,Scope3,UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Cars_(by_market_segment)_Upper_medium,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,km,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,Upper medium km,0.00315,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2147,Scope3,UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Cars_(by_market_segment)_Upper_medium,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,km,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,Upper medium km,0.00001,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2148,Scope3,UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Cars_(by_market_segment)_Upper_medium,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,km,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,Upper medium km,0.00312,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2149,Scope3,UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Cars_(by_market_segment)_Upper_medium,Plug-in Hybrid Electric Vehicle,kilometre,http://www.wikidata.org/entity/Q828224,km,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,Upper medium km,0.00002,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2150,Scope3,UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Cars_(by_market_segment)_Upper_medium,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,miles,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide equivalent,http://www.wikidata.org/entity/Q1933140,CO2e,Upper medium miles,0.00506,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2151,Scope3,UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Cars_(by_market_segment)_Upper_medium,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,miles,kilogram,http://www.wikidata.org/entity/Q11570,methane,http://www.wikidata.org/entity/Q37129,CH4,Upper medium miles,0.00001,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2152,Scope3,UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Cars_(by_market_segment)_Upper_medium,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,miles,kilogram,http://www.wikidata.org/entity/Q11570,carbon dioxide,http://www.wikidata.org/entity/Q1997,CO2,Upper medium miles,0.00502,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
2153,Scope3,UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Cars_(by_market_segment)_Upper_medium,Plug-in Hybrid Electric Vehicle,mile,http://www.wikidata.org/entity/Q253276,miles,kilogram,http://www.wikidata.org/entity/Q11570,nitrous oxide,http://www.wikidata.org/entity/Q905750,N2O,Upper medium miles,0.00003,2019-01-01T00:00:00,2019-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
