id,Scope,Level 1,Level 2,Level 3,Level 4,Column Text,emission_source,UOM,UOM_wd,GHG/Unit,emission_target_formula,emission_target,emission_target_wd,GHG,GHG_wd,valid_from,valid_to,region,region_wd,Conversion Factor 2016,Value 2016,GWP,GWP_id
19,Scope2,Energy,Agriculture - stationary combustion,Coal,,Agriculture/Forestry/Fishing:Stationary,Agriculture_-_stationary_combustion_Coal,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg N2O,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,25.0,0.09433962264150944,265.0,n2o_co2e_2014
20,Scope2,Energy,Agriculture - stationary combustion,Coke,,Agriculture/Forestry/Fishing:Stationary,Agriculture_-_stationary_combustion_Coke,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg N2O,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,25.0,0.09433962264150944,265.0,n2o_co2e_2014
21,Scope2,Energy,Agriculture - stationary combustion,Fuel oil,,Agriculture/Forestry/Fishing:Stationary,Agriculture_-_stationary_combustion_Fuel_oil,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg N2O,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.6,0.0022641509433962265,265.0,n2o_co2e_2014
22,Scope2,Energy,Agriculture - stationary combustion,Natural gas,,Agriculture/Forestry/Fishing:Stationary,Agriculture_-_stationary_combustion_Natural_gas,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg N2O,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.09999999999999999,0.0003773584905660377,265.0,n2o_co2e_2014
23,Scope2,Energy,Agriculture - stationary combustion,Straw,,Agriculture/Forestry/Fishing:Stationary,Agriculture_-_stationary_combustion_Straw,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg N2O,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,4.0,0.01509433962264151,265.0,n2o_co2e_2014
24,Scope2,Energy,Agriculture - stationary combustion,Vaporising oil,,Agriculture/Forestry/Fishing:Stationary,Agriculture_-_stationary_combustion_Vaporising_oil,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg N2O,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.6,0.0022641509433962265,265.0,n2o_co2e_2014
25,Scope2,Energy,Agriculture - stationary combustion,Biomass,,Agriculture/Forestry/Fishing:Stationary,Agriculture_-_stationary_combustion_Biomass,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg N2O,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,4.0,0.01509433962264151,265.0,n2o_co2e_2014
26,Scope2,Energy,Agriculture - stationary combustion,Biogas,,Agriculture/Forestry/Fishing:Stationary,Agriculture_-_stationary_combustion_Biogas,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg N2O,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.09999999999999999,0.0003773584905660377,265.0,n2o_co2e_2014
27,Scope3,Memo,Aircraft - international take off and landing,Aviation spirit,,Aviation_Bunkers,Aircraft_-_international_take_off_and_landing_Aviation_spirit,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg CO2 as C,CO2 as C,Carbon Dioxide as Carbon,https://naei.energysecurity.gov.uk/node/71,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.89457e+20,1.89457e+20,1.0,co2asC_co2e_2014
28,Scope3,Memo,Aircraft - international take off and landing,Aviation turbine fuel,,Aviation_Bunkers,Aircraft_-_international_take_off_and_landing_Aviation_turbine_fuel,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg CO2 as C,CO2 as C,Carbon Dioxide as Carbon,https://naei.energysecurity.gov.uk/node/71,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.95561e+20,1.95561e+20,1.0,co2asC_co2e_2014
29,Scope3,Memo,Aircraft - international take off and landing,Aviation spirit,,Aviation_Bunkers,Aircraft_-_international_take_off_and_landing_Aviation_spirit,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg CH4,CH4,Methane,https://www.wikidata.org/wiki/Q37129,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,6169220545000000.0,220329305178571.44,28.0,ch4_co2e_2014
30,Scope3,Memo,Aircraft - international take off and landing,Aviation turbine fuel,,Aviation_Bunkers,Aircraft_-_international_take_off_and_landing_Aviation_turbine_fuel,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg CH4,CH4,Methane,https://www.wikidata.org/wiki/Q37129,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,339951563900000.0,12141127282142.857,28.0,ch4_co2e_2014
31,Scope3,Memo,Aircraft - international take off and landing,Sustainable Aviation Fuel (SAF) - bio based,,Aviation_Bunkers,Aircraft_-_international_take_off_and_landing_Sustainable_Aviation_Fuel_(SAF)_-_bio_based,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg CH4,CH4,Methane,https://www.wikidata.org/wiki/Q37129,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,340088804700000.0,12146028739285.715,28.0,ch4_co2e_2014
32,Scope3,Memo,Aircraft - international take off and landing,Aviation spirit,,Aviation_Bunkers,Aircraft_-_international_take_off_and_landing_Aviation_spirit,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg N2O,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,22210627700000.0,83813689433.96227,265.0,n2o_co2e_2014
33,Scope3,Memo,Aircraft - international take off and landing,Aviation turbine fuel,,Aviation_Bunkers,Aircraft_-_international_take_off_and_landing_Aviation_turbine_fuel,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg N2O,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,227660726100000.0,859097079622.6415,265.0,n2o_co2e_2014
34,Scope3,Memo,Aircraft - international take off and landing,Sustainable Aviation Fuel (SAF) - bio based,,Aviation_Bunkers,Aircraft_-_international_take_off_and_landing_Sustainable_Aviation_Fuel_(SAF)_-_bio_based,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg N2O,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,227660726100000.0,859097079622.6415,265.0,n2o_co2e_2014
35,Scope2,Energy,Shipping - coastal,Fuel oil,,Domestic_navigation,Shipping_-_coastal_Fuel_oil,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg CO2 as C,CO2 as C,Carbon Dioxide as Carbon,https://naei.energysecurity.gov.uk/node/71,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,2.0855e+20,2.0855e+20,1.0,co2asC_co2e_2014
36,Scope2,Energy,Shipping - coastal,Gas oil,,Domestic_navigation,Shipping_-_coastal_Gas_oil,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg CO2 as C,CO2 as C,Carbon Dioxide as Carbon,https://naei.energysecurity.gov.uk/node/71,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,2.05399e+20,2.05399e+20,1.0,co2asC_co2e_2014
37,Scope2,Energy,Shipping - coastal,Fuel oil,,Domestic_navigation,Shipping_-_coastal_Fuel_oil,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg CH4,CH4,Methane,https://www.wikidata.org/wiki/Q37129,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,124707737300000.0,4453847760714.286,28.0,ch4_co2e_2014
38,Scope2,Energy,Shipping - coastal,Gas oil,,Domestic_navigation,Shipping_-_coastal_Gas_oil,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg CH4,CH4,Methane,https://www.wikidata.org/wiki/Q37129,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,75086241010000.0,2681651464642.857,28.0,ch4_co2e_2014
39,Scope2,Energy,Shipping - coastal,Fuel oil,,Domestic_navigation,Shipping_-_coastal_Fuel_oil,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg N2O,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,364380091900000.0,1375019214716.9812,265.0,n2o_co2e_2014
40,Scope2,Energy,Shipping - coastal,Gas oil,,Domestic_navigation,Shipping_-_coastal_Gas_oil,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg N2O,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,340556919500000.0,1285120450943.3962,265.0,n2o_co2e_2014
41,Scope2,Energy,Coke production,Blast furnace gas,,Manufacture_of_solid_fuels,Coke_production_Blast_furnace_gas,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg CO2 as C,CO2 as C,Carbon Dioxide as Carbon,https://naei.energysecurity.gov.uk/node/71,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,7.62972e+20,7.62972e+20,1.0,co2asC_co2e_2014
42,Scope2,Energy,Coke production,Coke oven gas,,Manufacture_of_solid_fuels,Coke_production_Coke_oven_gas,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg CO2 as C,CO2 as C,Carbon Dioxide as Carbon,https://naei.energysecurity.gov.uk/node/71,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.18145e+20,1.18145e+20,1.0,co2asC_co2e_2014
43,Scope2,Energy,Coke production,Colliery methane,,Manufacture_of_solid_fuels,Coke_production_Colliery_methane,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg CO2 as C,CO2 as C,Carbon Dioxide as Carbon,https://naei.energysecurity.gov.uk/node/71,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.87148e+20,1.87148e+20,1.0,co2asC_co2e_2014
44,Scope2,Energy,Coke production,Natural gas,,Manufacture_of_solid_fuels,Coke_production_Natural_gas,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg CO2 as C,CO2 as C,Carbon Dioxide as Carbon,https://naei.energysecurity.gov.uk/node/71,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.53771e+20,1.53771e+20,1.0,co2asC_co2e_2014
45,Scope2,Energy,Coke production,Blast furnace gas,,Manufacture_of_solid_fuels,Coke_production_Blast_furnace_gas,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg CH4,CH4,Methane,https://www.wikidata.org/wiki/Q37129,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.0,0.03571428571428571,28.0,ch4_co2e_2014
46,Scope2,Energy,Coke production,Coke oven gas,,Manufacture_of_solid_fuels,Coke_production_Coke_oven_gas,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg CH4,CH4,Methane,https://www.wikidata.org/wiki/Q37129,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.0,0.03571428571428571,28.0,ch4_co2e_2014
47,Scope2,Energy,Coke production,Coke produced,,Solid_Fuel_Transformation,Coke_production_Coke_produced,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg CH4,CH4,Methane,https://www.wikidata.org/wiki/Q37129,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,26923816440000.0,961564872857.1428,28.0,ch4_co2e_2014
48,Scope2,Energy,Coke production,Colliery methane,,Manufacture_of_solid_fuels,Coke_production_Colliery_methane,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg CH4,CH4,Methane,https://www.wikidata.org/wiki/Q37129,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.0,0.03571428571428571,28.0,ch4_co2e_2014
49,Scope2,Energy,Coke production,Natural gas,,Manufacture_of_solid_fuels,Coke_production_Natural_gas,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg CH4,CH4,Methane,https://www.wikidata.org/wiki/Q37129,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.0,0.03571428571428571,28.0,ch4_co2e_2014
50,Scope2,Energy,Coke production,Blast furnace gas,,Manufacture_of_solid_fuels,Coke_production_Blast_furnace_gas,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg N2O,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.09999999999999999,0.0003773584905660377,265.0,n2o_co2e_2014
51,Scope2,Energy,Coke production,Coke oven gas,,Manufacture_of_solid_fuels,Coke_production_Coke_oven_gas,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg N2O,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.09999999999999999,0.0003773584905660377,265.0,n2o_co2e_2014
52,Scope2,Energy,Coke production,Colliery methane,,Manufacture_of_solid_fuels,Coke_production_Colliery_methane,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg N2O,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.09999999999999999,0.0003773584905660377,265.0,n2o_co2e_2014
53,Scope2,Energy,Coke production,Natural gas,,Manufacture_of_solid_fuels,Coke_production_Natural_gas,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg N2O,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.09999999999999999,0.0003773584905660377,265.0,n2o_co2e_2014
54,Scope2,Energy,Collieries - combustion,Coal,,Other_energy_industries,Collieries_-_combustion_Coal,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg CO2 as C,CO2 as C,Carbon Dioxide as Carbon,https://naei.energysecurity.gov.uk/node/71,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,24889706000000.0,24889706000000.0,1.0,co2asC_co2e_2014
55,Scope2,Energy,Collieries - combustion,Coke oven gas,,Other_energy_industries,Collieries_-_combustion_Coke_oven_gas,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg CO2 as C,CO2 as C,Carbon Dioxide as Carbon,https://naei.energysecurity.gov.uk/node/71,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.18145e+20,1.18145e+20,1.0,co2asC_co2e_2014
56,Scope2,Energy,Collieries - combustion,Colliery methane,,Other_energy_industries,Collieries_-_combustion_Colliery_methane,TJ (net),https://www.wikidata.org/wiki/Q10380431,kg CO2 as C,CO2 as C,Carbon Dioxide as Carbon,https://naei.energysecurity.gov.uk/node/71,kg,https://www.wikidata.org/wiki/Q11570,2016-01-01T00:00:00,2016-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.87148e+20,1.87148e+20,1.0,co2asC_co2e_2014
